studyID	type	iri	targeted?
MTBLS337	Poly (ADP-Ribose) Polymerase Inhibitor	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62554	target
MTBLS337	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	target
MTBLS337	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS337	cancer	http://www.ebi.ac.uk/efo/EFO_0000311	target
MTBLS337	Radiation Therapy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15313	target
MTBLS337	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	target
MTBLS337	untargeted metabolites		untargeted
MTBLS338	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513	target
MTBLS338	hydroponic plant culture media	http://purl.obolibrary.org/obo/EO_0007067	target
MTBLS338	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS338	untargeted metabolites		untargeted
MTBLS340	atrophic gastritis	http://www.ebi.ac.uk/efo/EFO_1000826	target
MTBLS340	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS340	Correlative Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16100	target
MTBLS340	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS340	untargeted metabolites		untargeted
MTBLS341	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513	target
MTBLS341	hydroponic plant culture media	http://purl.obolibrary.org/obo/EO_0007067	target
MTBLS341	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS341	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS341	untargeted metabolites		untargeted
MTBLS342	Species	http://bioonto.de/ro2.owl#Species	target
MTBLS342	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS342	untargeted metabolites		untargeted
MTBLS343	Lettuce	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72028	target
MTBLS343	Storage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60824	target
MTBLS343	Lipids	http://edamontology.org/topic_0153	target
MTBLS343	monoacylglycerol phosphate	http://purl.obolibrary.org/obo/CHEBI_16961	target
MTBLS343	phenols	http://purl.obolibrary.org/obo/CHEBI_33853	target
MTBLS343	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS343	sesquiterpene lactone	http://purl.obolibrary.org/obo/CHEBI_37667	target
MTBLS343	untargeted metabolites		untargeted
MTBLS345	Systems Biology	http://purl.bioontology.org/ontology/MESH/D049490	target
MTBLS345	microbiome	http://www.ebi.ac.uk/efo/EFO_0004982	target
MTBLS345	Collaborative Cross		un-mapped
MTBLS345	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS345	untargeted metabolites		untargeted
MTBLS346	Genetic Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16621	target
MTBLS346	untargeted metabolites		untargeted
MTBLS346	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS346	iPLS		un-mapped
MTBLS349	untargeted metabolites		untargeted
MTBLS349	post-mortem interval		un-mapped
MTBLS349	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS350	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS350	untargeted metabolites		untargeted
MTBLS350	antioxidant	http://purl.obolibrary.org/obo/CHEBI_22586	target
MTBLS352	ultra high performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0000795	target
MTBLS352	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400	target
MTBLS352	lipid	http://purl.obolibrary.org/obo/CHEBI_18059	target
MTBLS352	untargeted metabolites		untargeted
MTBLS354	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS354	glycolipid	http://purl.obolibrary.org/obo/CHEBI_33563	target
MTBLS354	phospholipid	http://purl.obolibrary.org/obo/CHEBI_16247	target
MTBLS354	pneumonia	http://www.ebi.ac.uk/efo/EFO_0003106	target
MTBLS354	sphingolipid	http://purl.obolibrary.org/obo/CHEBI_26739	target
MTBLS354	ultra high performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0000795	target
MTBLS354	untargeted metabolites		untargeted
MTBLS355	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748	target
MTBLS355	stimulus or stress design	http://www.ebi.ac.uk/efo/EFO_0001762	target
MTBLS355	gas chromatography-mass spectrometry		un-mapped
MTBLS355	targeted metabolites		un-mapped
MTBLS355	untargeted metabolites		untargeted
MTBLS356	antiphospholipid syndrome	http://www.ebi.ac.uk/efo/EFO_0002689	target
MTBLS356	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS356	untargeted metabolites		untargeted
MTBLS356	Autoimmunity	http://purl.bioontology.org/ontology/MESH/D015551	target
MTBLS358	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS358	Tobacco Smoke	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C829	target
MTBLS358	Cigarette Smoking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18270	target
MTBLS358	Prospective Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53308	target
MTBLS358	Chronic Obstructive Pulmonary Disease	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3199	target
MTBLS358	Shotgun lipidomics		un-mapped
MTBLS358	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS358	untargeted metabolites		untargeted
MTBLS358	targeted metabolites		un-mapped
MTBLS358	Direct Infusion Mass Spectrometry		un-mapped
MTBLS359	antibacterial agent	http://purl.obolibrary.org/obo/CHEBI_33282	target
MTBLS359	Plant extract	http://purl.bioontology.org/ontology/SNOMEDCT/289941004	target
MTBLS359	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS359	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS359	untargeted metabolites		untargeted
MTBLS360	untargeted metabolites		untargeted
MTBLS360	human african trypanosomiasis	http://www.ebi.ac.uk/efo/EFO_0005225	target
MTBLS360	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS360	Sphingolipid metabolism	http://purl.obolibrary.org/obo/HINO_0014572	target
MTBLS360	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS361	renal interstitial fibrosis	http://purl.obolibrary.org/obo/MP_0003215	target
MTBLS361	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS361	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS361	targeted metabolites		un-mapped
MTBLS361	unilateral ureteral obstruction		un-mapped
MTBLS362	targeted metabolites		un-mapped
MTBLS362	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS363	untargeted metabolites		untargeted
MTBLS363	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS363	crassulacean acid metabolism		un-mapped
MTBLS364	xenobiotic	http://purl.obolibrary.org/obo/CHEBI_35703	target
MTBLS364	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS364	untargeted metabolites		untargeted
MTBLS364	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS366	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	target
MTBLS366	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502	target
MTBLS366	Direct Infusion Mass Spectrometry		un-mapped
MTBLS366	untargeted metabolites		untargeted
MTBLS367	targeted metabolites		un-mapped
MTBLS367	Tracer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2480	target
MTBLS367	13C-labelled glucose		un-mapped
MTBLS367	Hypothermic machine perfusion		un-mapped
MTBLS367	Transplantation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15342	target
MTBLS367	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS367	two-dimensional nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000598	target
MTBLS368	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS368	VITAMIN B3	http://purl.bioontology.org/ontology/NDFRT/N0000146087	target
MTBLS368	nicotinic acid	http://purl.obolibrary.org/obo/CHEBI_15940	target
MTBLS368	nicotinamide-beta-riboside	http://purl.bioontology.org/ontology/MESH/C018613	target
MTBLS368	nicotinic acid dinucleotide	http://purl.obolibrary.org/obo/CHEBI_37584	target
MTBLS368	targeted metabolites		un-mapped
MTBLS370	Metabolomics	http://purl.bioontology.org/ontology/MESH/D055432	target
MTBLS370	biofilm	http://purl.obolibrary.org/obo/BTO_0002690	target
MTBLS370	gas chromatography-mass spectrometry		un-mapped
MTBLS370	targeted metabolites		un-mapped
MTBLS370	untargeted metabolites		untargeted
MTBLS372	Hymenoscyphus fraxineus	http://purl.bioontology.org/ontology/NCBITAXON/746836	target
MTBLS372	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS372	Iridoid Glucosides	http://purl.bioontology.org/ontology/MESH/D057888	target
MTBLS372	untargeted metabolites		untargeted
MTBLS372	Ash dieback		un-mapped
MTBLS372	Agrilus planipennis	http://purl.bioontology.org/ontology/NCBITAXON/224129	target
MTBLS372	Danish Test Panel		un-mapped
MTBLS373	Functional genomics	http://edamontology.org/topic_0085	target
MTBLS373	non-targeted metabolites		un-mapped
MTBLS373	enzyme discovery		un-mapped
MTBLS373	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058	target
MTBLS374	xenobiotic	http://purl.obolibrary.org/obo/CHEBI_35703	target
MTBLS374	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS374	untargeted metabolites		untargeted
MTBLS374	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS375	Arabidopsis thaliana	http://purl.obolibrary.org/obo/NCBITaxon_3702	target
MTBLS375	reverse transcription polymerase chain reaction	http://purl.obolibrary.org/obo/MMO_0000461	target
MTBLS375	jasmonic acid	http://purl.obolibrary.org/obo/CHEBI_18292	target
MTBLS375	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS375	untargeted metabolites		untargeted
MTBLS376	microbiome	http://www.ebi.ac.uk/efo/EFO_0004982	target
MTBLS376	capillary electrophoresis-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000702	target
MTBLS376	untargeted metabolites		untargeted
MTBLS378	Spatial metabolomics		un-mapped
MTBLS378	Metabolite-Signal Match score		un-mapped
MTBLS378	False Discovery Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64214	target
MTBLS378	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS378	untargeted metabolites		untargeted
MTBLS379	mite infestation	http://www.owl-ontologies.com/NPOntology.owl#DOID_7894	target
MTBLS379	Varroa destructor	http://purl.bioontology.org/ontology/NCBITAXON/109461	target
MTBLS379	ultra-performance liquid chromatography-mass spectrometry		un-mapped
MTBLS379	untargeted metabolites		untargeted
MTBLS379	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS380	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS380	targeted metabolomics		un-mapped
MTBLS380	adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013	target
MTBLS380	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354	target
MTBLS381	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS381	reference compound	http://purl.obolibrary.org/obo/BAO_0002092	target
MTBLS381	untargeted metabolites		untargeted
MTBLS382	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS382	untargeted metabolomics		untargeted
MTBLS382	adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013	target
MTBLS382	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354	target
MTBLS383	Fungi	http://purl.obolibrary.org/obo/NCBITaxon_4751	target
MTBLS383	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS383	speciation	http://purl.obolibrary.org/obo/CDAO_0000121	target
MTBLS383	untargeted metabolites		untargeted
MTBLS383	Rapid Evaporative Ionisation Mass Spectrometry		un-mapped
MTBLS383	Microbiology Procedures	http://purl.bioontology.org/ontology/CPT/1012134	target
MTBLS384	beta-agonist		un-mapped
MTBLS384	growth promoter		un-mapped
MTBLS384	Livestock	http://purl.bioontology.org/ontology/MESH/D058751	target
MTBLS384	untargeted metabolites		untargeted
MTBLS384	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS384	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS384	Omics	http://edamontology.org/topic_3391	target
MTBLS384	ractopamine	http://purl.obolibrary.org/obo/CHEBI_82644	target
MTBLS385	lymph node	http://purl.obolibrary.org/obo/BTO_0000784	target
MTBLS385	neoplasm	http://www.ebi.ac.uk/efo/EFO_0000616	target
MTBLS385	Metastasis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19151	target
MTBLS385	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484	target
MTBLS385	untargeted metabolites		untargeted
MTBLS386	untargeted metabolites		untargeted
MTBLS386	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS387	cancer	http://www.ebi.ac.uk/efo/EFO_0000311	target
MTBLS387	untargeted metabolites		untargeted
MTBLS387	nuclear magnetic resonance spectrometer	http://purl.obolibrary.org/obo/CHMO_0001807	target
MTBLS387	13C nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000595	target
MTBLS387	targeted metabolites		un-mapped
MTBLS387	isotopic tracer	http://purl.obolibrary.org/obo/CHEBI_35206	target
MTBLS387	Metastasis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19151	target
MTBLS387	SNAI1 Gene	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91260	target
MTBLS389	Plant metabolomics		un-mapped
MTBLS389	secondary metabolites		un-mapped
MTBLS389	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748	target
MTBLS389	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS389	targeted metabolites		un-mapped
MTBLS390	gas chromatography-flame ionisation detection	http://purl.obolibrary.org/obo/CHMO_0001736	target
MTBLS390	targeted metabolomics		un-mapped
MTBLS390	adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013	target
MTBLS390	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354	target
MTBLS391	untargeted metabolites		untargeted
MTBLS391	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS391	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS391	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147	target
MTBLS391	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS391	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS392	Wine	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66822	target
MTBLS392	fermentation	http://purl.obolibrary.org/obo/CHMO_0001624	target
MTBLS392	two-dimensional gas chromatography mass spectrometry		un-mapped
MTBLS392	untargeted metabolites		untargeted
MTBLS392	Volatile compound	http://purl.bioontology.org/ontology/RCD/X80TL	target
MTBLS392	fungal population		un-mapped
MTBLS393	enhanced green fluorescent protein	http://purl.bioontology.org/ontology/MESH/C485184	target
MTBLS393	untargeted metabolites		untargeted
MTBLS393	Inducer conditions		un-mapped
MTBLS393	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS393	Riboswitch	http://purl.bioontology.org/ontology/MESH/D058928	target
MTBLS394	untargeted metabolites		untargeted
MTBLS394	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS394	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS394	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147	target
MTBLS394	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS394	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS395	Acute Coronary Syndrome	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53652	target
MTBLS395	Serum global phenotyping		un-mapped
MTBLS395	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS395	targeted metabolites		un-mapped
MTBLS396	untargeted metabolites		untargeted
MTBLS396	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS396	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS396	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147	target
MTBLS396	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS396	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS397	untargeted metabolites		untargeted
MTBLS397	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS397	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS397	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147	target
MTBLS398	untargeted metabolites		untargeted
MTBLS398	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS398	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS398	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147	target
MTBLS398	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS398	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS399	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS399	untargeted metabolites		untargeted
MTBLS399	cultivated environment	http://purl.obolibrary.org/obo/ENVO_01000311	target
MTBLS399	germplasm	http://www.ebi.ac.uk/efo/EFO_0007059	target
MTBLS400	untargeted metabolites		untargeted
MTBLS400	high-resolution magic angle spinning	http://purl.obolibrary.org/obo/CHMO_0000618	target
MTBLS400	Fatty Liver	http://purl.bioontology.org/ontology/MESH/D005234	target
MTBLS400	non-alcoholic fatty liver disease	http://www.ebi.ac.uk/efo/EFO_0003095	target
MTBLS400	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS400	ob/ob Mouse	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C122236	target
MTBLS400	One-carbon metabolism		un-mapped
MTBLS400	Lactate editing		un-mapped
MTBLS401	untargeted metabolites		untargeted
MTBLS401	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS401	software pipeline	http://purl.obolibrary.org/obo/OBI_0001943	target
MTBLS401	drug	http://purl.obolibrary.org/obo/CHEBI_23888	target
MTBLS402	Female infertility	http://purl.obolibrary.org/obo/HP_0008222	target
MTBLS402	untargeted metabolites		untargeted
MTBLS402	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS403	white tea	http://purl.bioontology.org/ontology/NDDF/015575	target
MTBLS403	withering		un-mapped
MTBLS403	dynamic change 		un-mapped
MTBLS403	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS403	untargeted metabolites		untargeted
MTBLS404	Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15208	target
MTBLS404	untargeted metabolites		untargeted
MTBLS404	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS405	targeted metabolites		un-mapped
MTBLS405	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS405	serine hydroxymethyltransferase 2	http://purl.obolibrary.org/obo/dinto_3397	target
MTBLS408	Lipids	http://edamontology.org/topic_0153	target
MTBLS408	Psoriasis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3346	target
MTBLS408	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS408	untargeted metabolomics		untargeted
MTBLS409	targeted metabolites		un-mapped
MTBLS409	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS409	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS409	Parasite	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28176	target
MTBLS410	targeted metabolomics		un-mapped
MTBLS410	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS410	Parasite	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28176	target
MTBLS411	untargeted metabolites		untargeted
MTBLS411	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS411	Biofluids relationship		un-mapped
MTBLS411	lactation	http://purl.obolibrary.org/obo/GO_0007595	target
MTBLS411	Metabolic function		un-mapped
MTBLS412	isotopic abundance correction		un-mapped
MTBLS412	targeted metabolites		un-mapped
MTBLS412	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS413	human african trypanosomiasis	http://www.ebi.ac.uk/efo/EFO_0005225	target
MTBLS413	Trypanosoma brucei	http://purl.bioontology.org/ontology/NCBITAXON/5691	target
MTBLS413	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS413	infectious disease biomarker	http://www.ebi.ac.uk/efo/EFO_0006843	target
MTBLS413	untargeted metabolites		untargeted
MTBLS414	Remote ischemic conditioning		un-mapped
MTBLS414	Ischemic Preconditioning	http://purl.bioontology.org/ontology/MESH/D019194	target
MTBLS414	untargeted metabolites		untargeted
MTBLS414	2-hydroxybutyrate	http://purl.obolibrary.org/obo/CHEBI_64552	target
MTBLS414	cardioprotection		un-mapped
MTBLS414	ischemia	http://purl.obolibrary.org/obo/DOID_326	target
MTBLS414	Biomarker	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16342	target
MTBLS414	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS415	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484	target
MTBLS415	untargeted metabolites		untargeted
MTBLS417	untargeted metabolites		untargeted
MTBLS417	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS417	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS417	MetaboDIA		un-mapped
MTBLS417	combined ms-ms + spectral library search	http://purl.obolibrary.org/obo/MS_1002755	target
MTBLS417	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	target
MTBLS418	toxoplasmosis	http://www.ebi.ac.uk/efo/EFO_0007517	target
MTBLS418	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS418	untargeted metabolites		untargeted
MTBLS418	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS419	docosahexaenoic acid	http://purl.obolibrary.org/obo/CHEBI_36005	target
MTBLS419	3,4-dihydroxybenzoic acid	http://purl.obolibrary.org/obo/CHEBI_36062	target
MTBLS419	propionic acid	http://purl.obolibrary.org/obo/CHEBI_30768	target
MTBLS419	Metabolomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49019	target
MTBLS419	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS419	nuclear magnetic resonance spectrometer	http://purl.obolibrary.org/obo/CHMO_0001807	target
MTBLS419	targeted metabolites		un-mapped
MTBLS420	untargeted metabolites		untargeted
MTBLS420	Male infertility with spermatogenesis disorder	http://www.orpha.net/ORDO/Orphanet_399775	target
MTBLS420	chemometrics		un-mapped
MTBLS420	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS420	nonobstructive azoospermia		un-mapped
MTBLS422	antibiotic	http://purl.obolibrary.org/obo/CHEBI_22582	target
MTBLS422	nuclear magnetic resonance spectrometer	http://purl.obolibrary.org/obo/CHMO_0001807	target
MTBLS422	untargeted metabolites		untargeted
MTBLS423	lifestyle intervention		un-mapped
MTBLS423	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	target
MTBLS423	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS423	untargeted metabolites		untargeted
MTBLS424	Early breast cancer		un-mapped
MTBLS424	Metastatic breast cancer	http://purl.bioontology.org/ontology/MEDDRA/10027475	target
MTBLS424	metabolic phenotyping	http://purl.obolibrary.org/obo/ERO_0001739	target
MTBLS424	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS424	targeted metabolites		un-mapped
MTBLS425	stem cell	http://purl.obolibrary.org/obo/CL_0000034	target
MTBLS425	Cardiomyocyte	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13002	target
MTBLS425	Cell Maturation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28594	target
MTBLS425	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS425	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS425	untargeted metabolites		untargeted
MTBLS425	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	target
MTBLS426	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS426	maternal undernutrition		un-mapped
MTBLS426	cardiac fibrosis	http://purl.obolibrary.org/obo/MP_0003141	target
MTBLS426	sexual dimorphism	http://www.ebi.ac.uk/efo/EFO_0005951	target
MTBLS426	Autophagy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71427	target
MTBLS426	untargeted metabolites		untargeted
