studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	IRI_label
MTBLS237	Drug Treatment Infliximab 	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Disease Characterisation 	disease	http://www.ebi.ac.uk/efo/EFO_0000408	disease
MTBLS237	Extension	Extension	http://purl.bioontology.org/ontology/LNC/LP34039-5	
MTBLS240	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS241	tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204	tracer
MTBLS242	time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS243	Control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	
MTBLS244	ID8 coculture	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS244	tracer	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS244	incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS247	Substrate	Substrate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120264	
MTBLS247	Labeling	labelling	http://www.ebi.ac.uk/efo/EFO_0000562	labelling
MTBLS249	COPD Diagnosis	Diagnosis Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49650	
MTBLS249	COPD Status	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS249	Pre or Post Training visit	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS249	Pre or Post-exercise	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS249	Smoking Status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796	
MTBLS249	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS249	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS249	BMI b/t	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	body mass index
MTBLS249	BMI a/t	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	body mass index
MTBLS249	FFMI b/t	fat free mass index (FFMI)	http://purl.obolibrary.org/obo/CMO_0000306	fat free mass index (FFMI)
MTBLS249	FFMI a/t	fat free mass index (FFMI)	http://purl.obolibrary.org/obo/CMO_0000306	fat free mass index (FFMI)
MTBLS249	FEV	forced expiratory volume	http://www.ebi.ac.uk/efo/EFO_0004314	forced expiratory volume
MTBLS249	FEV pred	forced expiratory volume	http://www.ebi.ac.uk/efo/EFO_0004314	forced expiratory volume
MTBLS249	FEV/FVC ratio	forced expiratory volume to forced vital capacity ratio	http://purl.obolibrary.org/obo/CMO_0000241	forced expiratory volume to forced vital capacity ratio
MTBLS249	TLC b/t	Total Lung Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111325	
MTBLS249	TLC pred b/t	Percent Predicted Total Lung Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112388	
MTBLS249	RV b/t	Residual Volume	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89836	
MTBLS249	RV pred b/t	Percent Predicted Residual Volume	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112385	
MTBLS249	IC b/t	Inspiratory Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111362	
MTBLS249	IC pred b/t	Percent Predicted Inspiratory Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112382	
MTBLS249	DLCO b/t	Diffusion capacity of lung	http://purl.bioontology.org/ontology/SNOMEDCT/54715006	
MTBLS249	DLCO pred b/t	Diffusion capacity of lung	http://purl.bioontology.org/ontology/SNOMEDCT/54715006	
MTBLS249	PaO2	partial pressure of blood oxygen (Po2)	http://purl.obolibrary.org/obo/CMO_0000381	partial pressure of blood oxygen (Po2)
MTBLS249	PaCO2	partial pressure of blood carbon dioxide (Pco2)	http://purl.obolibrary.org/obo/CMO_0000283	partial pressure of blood carbon dioxide (Pco2)
MTBLS249	VO2 Peak b/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	maximal oxygen uptake measurement
MTBLS249	VO2 Peak b/t ml/min	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	maximal oxygen uptake measurement
MTBLS249	VO2 Peak pred b/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	maximal oxygen uptake measurement
MTBLS249	VO2 Peak a/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	maximal oxygen uptake measurement
MTBLS249	VO2 Peak a/t ml/min	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	maximal oxygen uptake measurement
MTBLS249	VO2 Peak pred a/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	maximal oxygen uptake measurement
MTBLS249	workload b/t	Activity workload	http://dicom.nema.org/resources/ontology/DCM/122709	
MTBLS249	workload a/t	Activity workload	http://dicom.nema.org/resources/ontology/DCM/122709	
MTBLS249	MVV b/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255	maximal volume ventilation (MVV)
MTBLS249	MVV pred b/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255	maximal volume ventilation (MVV)
MTBLS249	MVV a/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255	maximal volume ventilation (MVV)
MTBLS249	MVV pred a/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255	maximal volume ventilation (MVV)
MTBLS249	heart rate b/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	heart rate
MTBLS249	heart rate pred b/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	heart rate
MTBLS249	heart rate a/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	heart rate
MTBLS249	heart rate pred a/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	heart rate
MTBLS249	Lactate b/t b/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	lactate measurement
MTBLS249	Lactate b/t a/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	lactate measurement
MTBLS249	Lactate a/t b/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	lactate measurement
MTBLS249	Lactate a/t a/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	lactate measurement
MTBLS249	Walk b/t	Walking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73554	
MTBLS249	Walk a/t	Walking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73554	
MTBLS253	control	True False Response Terminology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105761	
MTBLS253	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	
MTBLS256	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS256	disease state	disease_state	http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_5159000	
MTBLS259	Photoperiod	photoperiodism	http://purl.obolibrary.org/obo/GO_0009648	photoperiodism
MTBLS260	Treatment group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS260	Concentration	concentration of	http://purl.obolibrary.org/obo/PATO_0000033	concentration of
MTBLS261	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS261	genotype	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748	genotype design
MTBLS263	Injection replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS263	Preparation replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS264	sample material	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS264	volunteer	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	
MTBLS264	timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS265	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	
MTBLS265	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	
MTBLS266	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	
MTBLS266	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	
MTBLS267	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	
MTBLS267	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	
MTBLS269	Mice	Subject	http://www.bridgmodel.org/owl#Subject	
MTBLS269	Sample material	Tissue	http://purl.bioontology.org/ontology/STY/T024	
MTBLS269	Fasting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS270	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709	
MTBLS270	Temperature of forcing	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	temperature
MTBLS270	Duration of forcing	duration	http://www.ebi.ac.uk/efo/EFO_0000433	duration
MTBLS272	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS272	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS272	Experimental groups	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS273	Adipose tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS273	Connective tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS273	Glandular tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS273	Stroma tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS273	Tumour	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS274	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS275	Chemical exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS276	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS278	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS278	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS279	control	True False Response Terminology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105761	
MTBLS279	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	
MTBLS280	control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	
MTBLS280	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	
MTBLS281	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457	sample
MTBLS281	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS282	Section location	3D coordinates	http://purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.owl#cno_0000154	
MTBLS283	Control/Ikaros	control	http://www.ebi.ac.uk/efo/EFO_0001461	control
MTBLS283	Timepoint	time	http://www.ebi.ac.uk/efo/EFO_0000721	time
MTBLS283	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS286	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	cultivar
MTBLS287	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	cultivar
MTBLS288	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	cultivar
MTBLS289	Patient ID	Patient	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960	
MTBLS289	Tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS289	Tissue location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	
MTBLS289	Specimen	Biospecimen	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70699	
MTBLS289	Year analysed	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS290	Sample collection time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS290	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS291	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS292	harvesting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS292	siRNA	gene knockdown by siRNA transfection	http://www.bioassayontology.org/bao#BAO_0002438	gene knockdown by siRNA transfection
MTBLS292	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS293	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS293	sampling date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS295	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457	sample
MTBLS296	metabolomics/lipidomics	omics experiment on specimen	http://purl.obolibrary.org/obo/OMIABIS_0001014	omics experiment on specimen
MTBLS297	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS297	Organ	plant organ	http://purl.obolibrary.org/obo/PO_0009008	plant organ
MTBLS298	liver fat	fatty liver disease	http://purl.obolibrary.org/obo/DOID_9452	fatty liver disease
MTBLS298	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS298	serum type	Body Part	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221	
MTBLS298	Patient	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
MTBLS303	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS303	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS304	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS306	Participant	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
MTBLS306	Exercise set	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS306	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS307	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS307	Diabetes	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS307	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS307	mzXML conversion mode	Polarity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48048	
MTBLS309	Bicarbonate treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS309	Cell type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324	cell type
MTBLS309	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS309	Incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS311	Bicarbonate treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS311	Light condition	controlled visible light condition	http://purl.obolibrary.org/obo/XCO_0000181	controlled visible light condition
MTBLS311	Bicarbonate concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS311	Incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS311	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS312	Carbon dioxide treatment	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS312	Incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS312	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS313	mouse status	wild type	http://www.bioassayontology.org/bao#BAO_0000089	wild type
MTBLS315	patient group	disease	http://www.ebi.ac.uk/efo/EFO_0000408	disease
MTBLS315	blood glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS315	mean corpuscular hemoglobin concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS315	mean corpuscular hemoglobin	mass	http://purl.obolibrary.org/obo/PATO_0000125	mass
MTBLS315	mean corpuscular volume	volume	http://www.ebi.ac.uk/efo/EFO_0001715	volume
MTBLS315	hematocrit	volume per unit volume	http://purl.obolibrary.org/obo/UO_0000205	volume per unit volume
MTBLS315	hemoglobin	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS315	temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	temperature
MTBLS315	duration illness prior to hospital admission	duration	http://www.ebi.ac.uk/efo/EFO_0000433	duration
MTBLS315	height	body height	http://www.ebi.ac.uk/efo/EFO_0004339	body height
MTBLS315	weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	body weight
MTBLS315	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS315	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS315	malaria rapid diagnostic test	test result	http://www.ebi.ac.uk/efo/EFO_0000720	test result
MTBLS315	clinical outcome	Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25688	
MTBLS315	severe malnutrition	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	
MTBLS315	prior antimalaria treatment	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	
MTBLS315	prior antibiotic treatment	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	
MTBLS316	glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS316	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS317	status	wild type	http://www.bioassayontology.org/bao#BAO_0000089	wild type
MTBLS319	Gene knockout	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506	gene knock out
MTBLS319	Stress	environmental stress	http://www.ebi.ac.uk/efo/EFO_0000470	environmental stress
MTBLS319	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS320	geneknockout	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506	gene knock out
MTBLS320	stress	Drug Exposure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41362	
MTBLS320	time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	sampling time
MTBLS321	Disease	disease	http://www.ebi.ac.uk/efo/EFO_0000408	disease
MTBLS322	Nandrolone duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS322	Nandrolone dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS322	Tendon release	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS322	Tendon reattachment	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS323	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS323	Plate number	Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25337	
MTBLS323	Plate position	position	http://purl.obolibrary.org/obo/PATO_0000140	position
MTBLS326	IP3R expression	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS327	diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS327	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS328	coculture	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS328	anaerobic	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS328	control	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS328	Caco2	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS328	Lactobacillus rhamnosus LGG	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS328	Bacteroides caccae	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS330	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS330	Life cycle stage	life cycle stage	http://purl.obolibrary.org/obo/UBERON_0000105	life cycle stage
MTBLS330	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS331	Purity	Purity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62352	
MTBLS332	GM41	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS332	BT03	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS333	Colour	Color	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37927	
MTBLS333	Cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	cultivar
MTBLS333	Cultivation Year	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS333	Location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	
MTBLS333	Storage conditions	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	temperature
MTBLS333	Freezing method	Freezing	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48160	
MTBLS334	Treatment 	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS334	Diet 	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS335	Methanol extraction	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS335	tissue type	plant organ	http://purl.obolibrary.org/obo/PO_0009008	plant organ
MTBLS335	collision energy	collision-induced dissociation	http://purl.obolibrary.org/obo/MS_1000133	collision-induced dissociation
MTBLS336	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	temperature
MTBLS337	Radiation	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS337	PARP inhibitor concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS338	Genotype	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513	
MTBLS338	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683	
MTBLS340	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS341	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683	
MTBLS341	Treatment	Fungi	http://purl.obolibrary.org/obo/NCBITaxon_4751	Fungi
MTBLS342	Coral Species	organism	http://purl.obolibrary.org/obo/OBI_0100026	organism
MTBLS343	cultivar	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS343	Storage Time	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS345	Strain	strain	http://www.ebi.ac.uk/efo/EFO_0005135	strain
MTBLS345	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS345	Facility	Place	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25319	
MTBLS345	Food	Food	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62695	
MTBLS346	Cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	cultivar
MTBLS346	Transgene	Transgene	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22190	
MTBLS349	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS349	Time elapsed	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS350	Cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	cultivar
MTBLS350	Extract	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS350	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS352	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS354	disease state	disease_state	http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_5159000	
MTBLS355	genotype	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748	genotype design
MTBLS355	stimulus	stimulus or stress design	http://www.ebi.ac.uk/efo/EFO_0001762	stimulus or stress design
MTBLS356	Participant type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS358	Study Group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS358	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS358	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS358	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	body mass index
MTBLS358	Pack year	Pack Year	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73993	
MTBLS358	Ethinicity	ethnic group	http://www.ebi.ac.uk/efo/EFO_0001799	ethnic group
MTBLS359	treatment	antibacterial agent	http://purl.obolibrary.org/obo/CHEBI_33282	antibacterial agent
MTBLS359	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS359	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS360	Compound 	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS360	Time post exposure 	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS361	Tissue location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	
MTBLS361	Experimental group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS363	Elapsed time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS363	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS364	smoking status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796	
MTBLS364	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS364	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS366	station	Station	http://sweet.jpl.nasa.gov/2.3/matrFacility.owl#Station	
