studyID	name	type	iri
MTBLS231	Baseline PSA Level	Prostate Specific Antigen Measurement	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17634
MTBLS231	Cohort/Study	Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15208
MTBLS231	Height	body height	http://www.ebi.ac.uk/efo/EFO_0004339
MTBLS231	Weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338
MTBLS231	Genetic Status	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973
MTBLS232	Visit	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689
MTBLS232	Treatment	treatment	http://www.loria.fr/~coulet/ontology/sopharm/version2.0/#SOPHARM_23000
MTBLS232	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS232	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS232	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS232	polyps_recurrence	Colonic Polyps	http://purl.bioontology.org/ontology/MESH/D003111
MTBLS232	Red meat intake	Dietary substance	http://purl.bioontology.org/ontology/SNOMEDCT/116273005
MTBLS232	Processed red meat	Dietary substance	http://purl.bioontology.org/ontology/SNOMEDCT/116273005
MTBLS232	pre_largest_polyp_removed	Colonic polyp	http://purl.bioontology.org/ontology/MEDDRA/10010003
MTBLS232	Sample type	sample	http://purl.obolibrary.org/obo/MS_1000457
MTBLS233	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS233	Dose	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS233	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS233	Scan range	scan	http://purl.obolibrary.org/obo/MS_1000441
MTBLS234	spike-in concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS234	replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS235	simulated detector noise	detector noise	
MTBLS235	simulated mass error	mass error	
MTBLS235	simulated error profile distortion	error profile distortion	
MTBLS236	PD0332991	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS236	3-13C-glutamine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Diagnosis	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS237	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS237	age at diagnosis	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS237	Years with disease 	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS237	Family disposition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Smoker	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Steroid response	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Steroid dependency	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	HB-score	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS237	Mayo-score	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS237	Extraintestinal manifestations	clinical manifestation	http://purl.obolibrary.org/obo/TRAK_0000092
MTBLS237	Drug Treatment Asetylsalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Drug Treatment Local Asetylsalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Drug Treatment Azathioprine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Drug Treatment 6-mercaptopurine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Drug Treatment Salazopurine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Drug Treatment Systemic steroids	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Drug Treatment Local steroids	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Drug Treatment Infliximab 	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS237	Disease Characterisation 	disease	http://www.ebi.ac.uk/efo/EFO_0000408
MTBLS237	Extension	Extension	http://purl.bioontology.org/ontology/LNC/LP34039-5
MTBLS238	Training	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS238	Healthy Controls	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS238	Before or After Training	Before or After	
MTBLS239	Disease	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS239	Status	Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25688
MTBLS239	Infusion Date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS239	Harvey Bradshaw index and Perianal Disease Activity Index Mayo score 	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS239	Hemoglobine	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS239	CRP	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS239	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS239	Age at sampling	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS239	Steroid Response	Steroid Response	
MTBLS239	Smoking	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796
MTBLS239	Extra Intestinal Manifestations	Extra Intestinal Manifestations	
MTBLS239	Surgery	Surgery	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17173
MTBLS239	Age at diagnosis	age at diagnosis	http://www.ebi.ac.uk/efo/EFO_0004918
MTBLS239	Duration of Disease before Initiation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS239	Fistulizing disease	disease	http://www.ebi.ac.uk/efo/EFO_0000408
MTBLS239	Stenosis	Stenosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50754
MTBLS239	Extent 	Extent	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25332
MTBLS239	Medication at initiation	Medication	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C459
MTBLS239	Change in medication	Medication	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C459
MTBLS239	Drug Treatment: Azathioprine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: Local Asetylsalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: Systemic steroid treatment	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: Local steroids	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: Ciproxin	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: LSB	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: Systemic aminosalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: Isoniazid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: Enterocort	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: Metronidazol	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS239	Drug Treatment: MTX	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS240	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755
MTBLS241	tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204
MTBLS242	time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS243	Control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147
MTBLS244	ID8 coculture	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS244	tracer	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS244	incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS245	age at 1st manifestation	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS245	disease duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS245	genetic mutation present	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS245	genetic mutation	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS245	proteinuria status	Proteinuria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38012
MTBLS245	study group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS245	final response	Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25755
MTBLS245	Chronic Kidney Disease stage	disease stage	http://purl.obolibrary.org/obo/OBI_0000278
MTBLS245	Glomerular Filtration Rate	Flow Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82554
MTBLS245	current medication	Medication	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C459
MTBLS245	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS246	age at 1st manifestation	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS246	disease duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS246	genetic mutation present	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS246	Genetic mutation	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS246	proteinuria status	Proteinuria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38012
MTBLS246	Study Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS246	final response	Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25755
MTBLS246	Chronic Kidney Disease stage	disease stage	http://purl.obolibrary.org/obo/OBI_0000278
MTBLS246	Glomerular Filtration Rate	Flow Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82554
MTBLS246	current medication	Medication	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C459
MTBLS246	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS247	Substrate	Substrate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120264
MTBLS247	Labeling	labelling	http://www.ebi.ac.uk/efo/EFO_0000562
MTBLS248	group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS248	protease inhibitor	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS248	injection order	injection order	
MTBLS249	COPD Diagnosis	Diagnosis Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49650
MTBLS249	COPD Status	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS249	Pre or Post Training visit	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS249	Pre or Post-exercise	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS249	Smoking Status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796
MTBLS249	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS249	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS249	BMI b/t	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS249	BMI a/t	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS249	FFMI b/t	fat free mass index (FFMI)	http://purl.obolibrary.org/obo/CMO_0000306
MTBLS249	FFMI a/t	fat free mass index (FFMI)	http://purl.obolibrary.org/obo/CMO_0000306
MTBLS249	FEV	forced expiratory volume	http://www.ebi.ac.uk/efo/EFO_0004314
MTBLS249	FEV pred	forced expiratory volume	http://www.ebi.ac.uk/efo/EFO_0004314
MTBLS249	FEV/FVC ratio	forced expiratory volume to forced vital capacity ratio	http://purl.obolibrary.org/obo/CMO_0000241
MTBLS249	complex index b/t	complex index	
MTBLS249	complex index a/t	complex index	
MTBLS249	TLC b/t	Total Lung Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111325
MTBLS249	TLC pred b/t	Percent Predicted Total Lung Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112388
MTBLS249	RV b/t	Residual Volume	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89836
MTBLS249	RV pred b/t	Percent Predicted Residual Volume	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112385
MTBLS249	IC b/t	Inspiratory Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111362
MTBLS249	IC pred b/t	Percent Predicted Inspiratory Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112382
MTBLS249	IC/TLC ratio	Inspiratory capacity to Total Lung capacity ratio	
MTBLS249	DLCO b/t	Diffusion capacity of lung	http://purl.bioontology.org/ontology/SNOMEDCT/54715006
MTBLS249	DLCO pred b/t	Diffusion capacity of lung	http://purl.bioontology.org/ontology/SNOMEDCT/54715006
MTBLS249	PaO2	partial pressure of blood oxygen (Po2)	http://purl.obolibrary.org/obo/CMO_0000381
MTBLS249	PaCO2	partial pressure of blood carbon dioxide (Pco2)	http://purl.obolibrary.org/obo/CMO_0000283
MTBLS249	VO2 Peak b/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887
MTBLS249	VO2 Peak b/t ml/min	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887
MTBLS249	VO2 Peak pred b/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887
MTBLS249	VO2 Peak a/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887
MTBLS249	VO2 Peak a/t ml/min	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887
MTBLS249	VO2 Peak pred a/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887
MTBLS249	workload b/t	Activity workload	http://dicom.nema.org/resources/ontology/DCM/122709
MTBLS249	workload a/t	Activity workload	http://dicom.nema.org/resources/ontology/DCM/122709
MTBLS249	MVV b/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255
MTBLS249	MVV pred b/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255
MTBLS249	MVV a/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255
MTBLS249	MVV pred a/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255
MTBLS249	heart rate b/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326
MTBLS249	heart rate pred b/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326
MTBLS249	heart rate a/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326
MTBLS249	heart rate pred a/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326
MTBLS249	Lactate b/t b/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745
MTBLS249	Lactate b/t a/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745
MTBLS249	Lactate a/t b/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745
MTBLS249	Lactate a/t a/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745
MTBLS249	Walk b/t	Walking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73554
MTBLS249	Walk a/t	Walking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73554
MTBLS250	protease inhibitor	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS250	group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS250	injection order	injection order	
MTBLS253	control	True False Response Terminology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105761
MTBLS253	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257
MTBLS255	eg. gender		
MTBLS256	age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS256	disease state	disease_state	http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_5159000
MTBLS257	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS257	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS257	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS259	Photoperiod	photoperiodism	http://purl.obolibrary.org/obo/GO_0009648
MTBLS260	Treatment group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS260	Concentration	concentration of	http://purl.obolibrary.org/obo/PATO_0000033
MTBLS261	age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS261	genotype	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748
MTBLS263	Injection replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS263	Preparation replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS264	sample material	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS264	volunteer	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668
MTBLS264	timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS265	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668
MTBLS265	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587
MTBLS266	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668
MTBLS266	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587
MTBLS267	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668
MTBLS267	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587
MTBLS268	Volunteer	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668
MTBLS268	Sample material 	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS268	Fasting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS269	Mice	Subject	http://www.bridgmodel.org/owl#Subject
MTBLS269	Sample material	Tissue	http://purl.bioontology.org/ontology/STY/T024
MTBLS269	Fasting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS270	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709
MTBLS270	Temperature of forcing	temperature	http://www.ebi.ac.uk/efo/EFO_0001702
MTBLS270	Duration of forcing	duration	http://www.ebi.ac.uk/efo/EFO_0000433
MTBLS271	Anatomical brain region	Anatomic Site	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13717
MTBLS272	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS272	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS272	Experimental groups	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS273	Adipose tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS273	Connective tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS273	Glandular tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS273	Stroma tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS273	Tumour	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS274	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS275	Chemical exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS276	Pulldown	Pulldown	
MTBLS276	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS277	Time point	timepoint	
MTBLS277	Nano material	nanomaterial	
MTBLS277	Replicate	replicate	
MTBLS278	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS278	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS279	control	True False Response Terminology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105761
MTBLS279	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257
MTBLS280	control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147
MTBLS280	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257
MTBLS281	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457
MTBLS281	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS282	Section location	3D coordinates	http://purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.owl#cno_0000154
MTBLS283	Control/Ikaros	control	http://www.ebi.ac.uk/efo/EFO_0001461
MTBLS283	Timepoint	time	http://www.ebi.ac.uk/efo/EFO_0000721
MTBLS283	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS284	eg. gender		
MTBLS285	Subject	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189
MTBLS285	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS285	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702
MTBLS285	Spectrometer	nuclear magnetic resonance spectrometer	http://purl.obolibrary.org/obo/CHMO_0001807
MTBLS285	Tartrate concentation	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS286	rice seed developmental stage	days after flowering	
MTBLS286	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS287	rice seed developmental stage	days after flowering	
MTBLS287	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS288	rice seed developmental stage	days after flowering	
MTBLS288	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS289	Patient ID	Patient	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960
MTBLS289	Tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS289	Tissue location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341
MTBLS289	Specimen	Biospecimen	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70699
MTBLS289	Year analysed	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS290	Sample collection time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS290	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS291	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS292	harvesting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS292	siRNA	gene knockdown by siRNA transfection	http://www.bioassayontology.org/bao#BAO_0002438
MTBLS292	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS293	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS293	sampling date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS294			
MTBLS295	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457
MTBLS296	metabolomics/lipidomics	omics experiment on specimen	http://purl.obolibrary.org/obo/OMIABIS_0001014
MTBLS297	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS297	Organ	plant organ	http://purl.obolibrary.org/obo/PO_0009008
MTBLS298	liver fat	fatty liver disease	http://purl.obolibrary.org/obo/DOID_9452
MTBLS298	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS298	low dose insulin infusion	low dose insulin infusion	
MTBLS298	serum type	Body Part	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221
MTBLS298	Patient	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189
MTBLS299	eg. gender		
MTBLS300	eg. gender		
MTBLS301	eg. gender		
MTBLS302	eg. gender		
MTBLS303	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS303	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS304	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS305			
MTBLS306	Participant	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189
MTBLS306	Exercise set	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS306	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS307	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS307	Diabetes	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS307	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS307	mzXML conversion mode	Polarity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48048
MTBLS308	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS308	group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS309	Bicarbonate treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS309	Cell type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
MTBLS309	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS309	Incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS310	eg. gender		
