studyID	type	iri
MTBLS184	NCI-H460	http://www.ebi.ac.uk/efo/EFO_0003044
MTBLS184	BEAS-2B	http://www.ebi.ac.uk/efo/EFO_0001089
MTBLS184	Fluxomics	http://www.mygrid.org.uk/ontology/JERMOntology#Fluxomics
MTBLS185	untargeted metabolites	
MTBLS185	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS185	prednisolone	http://purl.obolibrary.org/obo/CHEBI_8378
MTBLS185	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS187	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS187	microbial mat	http://purl.obolibrary.org/obo/ENVO_01000008
MTBLS187	poly(hydroxyalkanoate)	http://purl.obolibrary.org/obo/CHEBI_53387
MTBLS187	CETYL ESTERS WAX	http://purl.obolibrary.org/obo/DRON_00723553
MTBLS187	untargeted metabolites	
MTBLS187	targeted metabolites	
MTBLS187	Chloroflexus	http://purl.bioontology.org/ontology/NCBITAXON/1107
MTBLS188	spike-in quality control role	http://purl.obolibrary.org/obo/OBI_0001140
MTBLS188	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS188	untargeted metabolites	
MTBLS189	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS189	untargeted metabolites	
MTBLS189	Astragali Radix	
MTBLS189	chemical differences	
MTBLS189	metabolic changes	
MTBLS191	exercise	http://www.ebi.ac.uk/efo/EFO_0000483
MTBLS191	untargeted metabolites	
MTBLS191	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS191	Glycolysis Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39095
MTBLS191	high intensity excercise	
MTBLS191	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS191	low volume	
MTBLS193	Batch effects	
MTBLS193	untargeted metabolites	
MTBLS193	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS194	Matrix effect	
MTBLS194	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS194	Chemical isotope Labeling	
MTBLS194	targeted metabolites	
MTBLS196	untargeted metabolites	
MTBLS196	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS196	Systems biology	http://edamontology.org/topic_2259
MTBLS196	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS196	H1N1 Influenza	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80444
MTBLS196	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS197	ABCC5	http://purl.obolibrary.org/obo/NCBIGene_10057
MTBLS197	kainic acid	http://purl.obolibrary.org/obo/CHEBI_31746
MTBLS197	glutamate analogs	
MTBLS197	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS197	glutamate conjugates	
MTBLS197	untargeted metabolites	
MTBLS197	Blood-Brain-Barrier	http://www.projecthalo.com/aura#Blood-Brain-Barrier
MTBLS197	Neurotoxin	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C688
MTBLS197	drug transport	http://purl.obolibrary.org/obo/GO_0015893
MTBLS197	neurotransmitter transport	http://purl.obolibrary.org/obo/GO_0006836
MTBLS197	MRP5	http://purl.obolibrary.org/obo/NCBIGene_839277
MTBLS198	untargeted metabolites	
MTBLS198	Cardiovascular health	
MTBLS198	flavonoids	http://purl.obolibrary.org/obo/CHEBI_72544
MTBLS198	Dietary Intervention	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15447
MTBLS198	Fruit and vegetables	
MTBLS200	Clinical Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15206
MTBLS200	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS200	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS200	untargeted metabolies	
MTBLS200	lung cancer	http://purl.obolibrary.org/obo/DOID_1324
MTBLS200	Personalized Medicine	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84342
MTBLS203	untargeted metabolites	
MTBLS203	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS203	Natural variation 	
MTBLS203	Herbivory	http://purl.bioontology.org/ontology/MESH/D060434
MTBLS203	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS203	Manduca sexta	http://purl.bioontology.org/ontology/NCBITAXON/7130
MTBLS203	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS208	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS208	nitrogen deprivation	
MTBLS208	triglyceride	http://purl.obolibrary.org/obo/CHEBI_17855
MTBLS208	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS208	untargeted metabolites	
MTBLS209	targeted metabolites	
MTBLS209	grape metabolome	
MTBLS209	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS209	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS209	untargeted metabolites	
MTBLS209	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS210	Direct Infusion Mass Spectrometry	
MTBLS210	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS210	untargeted metabolites	
MTBLS210	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS210	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502
MTBLS212	Wine	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66822
MTBLS212	two-dimensional gas chromatography	http://purl.obolibrary.org/obo/CHMO_0002886
MTBLS212	time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000580
MTBLS212	Sauvignon blanc	
MTBLS212	fermentation	http://purl.obolibrary.org/obo/CHMO_0001624
MTBLS212	untargeted metabolite profiling	
MTBLS212	sensory analysis	
MTBLS212	solid-phase micro-extraction	http://purl.obolibrary.org/obo/CHMO_0001586
MTBLS213	untargeted metabolites	
MTBLS213	carbon tracking	
MTBLS213	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS213	Diabetic Retinopathy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34538
MTBLS214	hyperosmotic salinity response	http://purl.obolibrary.org/obo/GO_0042538
MTBLS214	untargeted metabolites	
MTBLS214	dry eye syndrome	http://www.ebi.ac.uk/efo/EFO_1000906
MTBLS214	hyperosmolarity	http://purl.bioontology.org/ontology/DIAB/DIAB_000012
MTBLS214	osmoprotectants	
MTBLS214	response to osmotic stress	http://purl.obolibrary.org/obo/GO_0006970
MTBLS214	ultra-fast liquid chromatography-mass spectrometry	
MTBLS215	field ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000491
MTBLS215	targeted metabolites	
MTBLS215	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS216	Toxoplasma gondii	http://purl.bioontology.org/ontology/NCBITAXON/5811
MTBLS216	untargeted metabolites	
MTBLS216	parasite host	http://purl.obolibrary.org/obo/IDO_0000536
MTBLS216	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS217	Toxoplasma gondii	http://purl.bioontology.org/ontology/NCBITAXON/5811
MTBLS217	untargeted metabolites	
MTBLS217	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS217	parasite host	http://purl.obolibrary.org/obo/IDO_0000536
MTBLS218	Bariatric Surgery	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84399
MTBLS218	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS218	untargeted metabolites	
MTBLS218	XCMS	http://purl.obolibrary.org/obo/MS_1001582
MTBLS219	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS219	Gene Knockout	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18143
MTBLS219	obesity	http://www.ebi.ac.uk/efo/EFO_0001073
MTBLS219	untargeted metabolites	
MTBLS225	2,3,7,8-tetrachlorodibenzodioxine	http://purl.obolibrary.org/obo/CHEBI_28119
MTBLS225	Dose-Response Relationship, Drug	http://purl.bioontology.org/ontology/MESH/D004305
MTBLS225	targeted metabolites	
MTBLS225	Hepatotoxicity	http://purl.bioontology.org/ontology/MEDDRA/10019851
MTBLS225	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
MTBLS225	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS226	two-dimensional gas chromatography	http://purl.obolibrary.org/obo/CHMO_0002886
MTBLS226	cancer	http://www.ebi.ac.uk/efo/EFO_0000311
MTBLS226	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS226	Apoptosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17557
MTBLS226	untargeted metabolites	
MTBLS227	glycan	http://glycomics.ccrc.uga.edu/ontologies/GlycO#glycan
MTBLS227	colorectal cancer cell line	http://purl.obolibrary.org/obo/BTO_0001616
MTBLS227	nanoflow high-performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001279
MTBLS227	matrix-assisted laser desorption-ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000519
MTBLS227	untargeted metabolites	
MTBLS228	isotope method	http://purl.obolibrary.org/obo/FIX_0000359
MTBLS228	nanoscale high performance liquid chromatography mass spectrometry	
MTBLS228	untargeted metabolites	
MTBLS228	DynaMet	
MTBLS229	isotope method	http://purl.obolibrary.org/obo/FIX_0000359
MTBLS229	nanoscale high performance liquid chromatography mass spectrometry	
MTBLS229	untargeted metabolites	
MTBLS229	DynaMet	
MTBLS230	untargeted metabolites	
MTBLS230	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
MTBLS230	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS230	cell culture	http://purl.obolibrary.org/obo/BTO_0000214
MTBLS233	untargeted metabolomics	
MTBLS233	Scan range splitting	
MTBLS233	HPLC-MS	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS234	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS234	targeted metabolites	
MTBLS234	LC-MS label-free quantitation analysis	http://purl.obolibrary.org/obo/MS_1001834
MTBLS235	targeted metabolites	
MTBLS235	LC-MS label-free quantitation analysis	http://purl.obolibrary.org/obo/MS_1001834
MTBLS235	liquid chromatogaphy-mass spectrometry data simulation	
MTBLS237	untargeted metabolites	
MTBLS237	Dysbiosis	http://purl.bioontology.org/ontology/MESH/D064806
MTBLS237	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767
MTBLS237	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729
MTBLS237	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS237	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384
MTBLS240	colorectal cancer	http://www.ebi.ac.uk/efo/EFO_0005842
MTBLS240	Familial adenomatous polyposis	http://www.orpha.net/ORDO/Orphanet_733
MTBLS240	Apc_Min/+	
MTBLS240	maslinic acid	http://purl.obolibrary.org/obo/CHEBI_66682
MTBLS240	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS240	untargeted metabolites	
MTBLS241	breast cancer	http://purl.obolibrary.org/obo/DOID_1612
MTBLS241	tracer-based metabolomics	
MTBLS241	isotopomer	http://www.semanticweb.org/ontologies/2010/3/Ontology1271664172453.owl#isotopomer
MTBLS241	Fluxomics	http://www.mygrid.org.uk/ontology/JERMOntology#Fluxomics
MTBLS241	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS242	untargeted metabolites	
MTBLS242	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS242	gastric bypass	http://www.ebi.ac.uk/efo/EFO_0005244
MTBLS242	Sleeve gastrectomy	http://purl.bioontology.org/ontology/MEDDRA/10070978
MTBLS243	reversed-phase solid-phase extraction	http://purl.obolibrary.org/obo/CHMO_0001585
MTBLS243	inflammation	http://purl.obolibrary.org/obo/MP_0001845
MTBLS243	targeted metabolites	
MTBLS243	arthritis	http://www.ebi.ac.uk/efo/EFO_0005856
MTBLS243	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS243	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS244	peritoneal macrophage	http://purl.obolibrary.org/obo/CL_0000581
MTBLS244	ovarian surface epithelial cell	
MTBLS244	Fluxomics	http://www.mygrid.org.uk/ontology/JERMOntology#Fluxomics
MTBLS244	Co-Culture	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93168
MTBLS244	isotopologue	
MTBLS244	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS244	tracer-based metabolomics	
MTBLS247	PEPA	
MTBLS247	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS247	untargeted metabolites	
MTBLS247	tracer	
MTBLS247	exonuclease 3'-5' domain-containing protein 2	http://purl.obolibrary.org/obo/PR_000030843
MTBLS249	chronic obstructive pulmonary disease	http://www.ebi.ac.uk/efo/EFO_0000341
MTBLS249	targeted metabolites	
MTBLS249	Skeletal muscle dysfunction 	
MTBLS249	exercise	http://www.ebi.ac.uk/efo/EFO_0000483
MTBLS249	Endurance training	
MTBLS249	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS253	targeted metabolites	
MTBLS253	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239
MTBLS253	inflammation	http://purl.obolibrary.org/obo/MP_0001845
MTBLS253	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS253	solid-phase micro-extraction	http://purl.obolibrary.org/obo/CHMO_0001586
MTBLS256	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS256	Pattern_Recognition	http://www.cvrgrid.org/files/ECGOntologyv1.owl#ECG_000000395
MTBLS256	untargeted metabolites	
MTBLS256	Duchenne muscular dystrophy	http://www.orpha.net/ORDO/Orphanet_98896
MTBLS256	taurine	http://purl.obolibrary.org/obo/CHEBI_15891
MTBLS259	D.pulex WTN6	
MTBLS259	Environmental sex determination (ESD)	
MTBLS259	Direct Infusion Mass Spectrometry	
MTBLS259	untargeted metabolites	
MTBLS260	silver nanoparticle	http://purl.obolibrary.org/obo/CHEBI_50826
MTBLS260	silver(0)	http://purl.obolibrary.org/obo/CHEBI_9141
MTBLS260	Direct Infusion Mass Spectrometry	
MTBLS260	fourier transform ion cyclotron resonance mass spectrometer	http://purl.obolibrary.org/obo/MS_1000079
MTBLS260	untargeted metabolites	
MTBLS261	Hepatic steatosis	http://purl.obolibrary.org/obo/HP_0001397
MTBLS261	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS261	targeted metabolites	
MTBLS261	Functional genomics	http://edamontology.org/topic_0085
MTBLS261	obesity	http://www.ebi.ac.uk/efo/EFO_0001073
MTBLS263	Variation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25713
MTBLS263	blood metabolome	
MTBLS263	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS263	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS263	untargeted metabolites	
MTBLS264	blood metabolome	
MTBLS264	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS264	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS264	Variation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25713
MTBLS264	untargeted metabolites	
MTBLS265	blood metabolome	
MTBLS265	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS265	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS265	untargeted metabolites	
MTBLS266	blood metabolome	
MTBLS266	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS266	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS266	untargeted metabolites	
MTBLS267	blood metabolome	
MTBLS267	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS267	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS267	untargeted metabolites	
MTBLS269	blood metabolome	
MTBLS269	fasting	http://www.ebi.ac.uk/efo/EFO_0002756
MTBLS269	untargeted metabolites	
MTBLS269	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS269	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS270	Horticulture	http://sweet.jpl.nasa.gov/2.3/humanAgriculture.owl#Horticulture
MTBLS270	sesquiterpene	http://purl.obolibrary.org/obo/CHEBI_35189
MTBLS270	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS270	untargeted metabolites	
MTBLS272	untargeted metabolites	
MTBLS272	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS272	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS272	camalexin	http://purl.obolibrary.org/obo/CHEBI_22990
MTBLS272	glucosinolate	http://purl.obolibrary.org/obo/CHEBI_24279
MTBLS272	lipopolysaccharide	http://purl.obolibrary.org/obo/CHEBI_16412
MTBLS272	Multivariate data analysis	http://journals.plos.org/plosone/browse/#6477
MTBLS272	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS273	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484
MTBLS273	untargeted metabolites	
MTBLS273	breast cancer	http://purl.obolibrary.org/obo/DOID_1612
MTBLS274	untargeted metabolites	
MTBLS274	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS274	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS274	Botanical Therapy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15250
MTBLS274	cancer	http://www.ebi.ac.uk/efo/EFO_0000311
MTBLS274	Australian aborigine	http://purl.bioontology.org/ontology/SNOMEDCT/413600007
MTBLS275	untargeted metabolites	
MTBLS275	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS275	3,5,6-trichloropyridine-2-one	http://purl.obolibrary.org/obo/CHEBI_83490
MTBLS275	organophosphorus insecticide	http://purl.obolibrary.org/obo/CHEBI_25711
MTBLS275	Subchronic effects	
MTBLS276	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS276	DNA Analysis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17632
MTBLS276	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS276	targeted metabolites	
MTBLS277	nanomaterial	http://purl.bioontology.org/ontology/npo#NPO_199
MTBLS277	toxicity profiling	
MTBLS277	A-549 cell	http://purl.obolibrary.org/obo/BTO_0000018
MTBLS277	THP-1 cell	http://purl.obolibrary.org/obo/BTO_0001370
MTBLS277	lung	http://purl.obolibrary.org/obo/BTO_0000763
MTBLS277	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS277	untargeted metabolites	
MTBLS278	PPARs	
MTBLS278	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS278	untargeted metabolites	
MTBLS278	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS278	icosanoid	http://purl.obolibrary.org/obo/CHEBI_23899
MTBLS279	targeted metabolites	
MTBLS279	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS279	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS279	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239
MTBLS280	targeted metabolites	
MTBLS280	amine	http://purl.obolibrary.org/obo/CHEBI_32952
MTBLS280	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS280	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239
MTBLS280	O-acylcarnitine	http://purl.obolibrary.org/obo/CHEBI_17387
MTBLS281	marine sponge reef	http://purl.obolibrary.org/obo/ENVO_01000161
MTBLS281	dissolved organic matter	
MTBLS281	coral reef	http://purl.obolibrary.org/obo/ENVO_00000150
MTBLS281	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS281	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502
MTBLS281	untargeted metabolites	
MTBLS281	targeted metabolites	
MTBLS282	liver cancer	http://purl.obolibrary.org/obo/DOID_3571
MTBLS282	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484
MTBLS282	untargeted metabolites	
MTBLS283	untargeted metabolites	
MTBLS283	STATegra	
MTBLS283	DNA-Binding Protein Ikaros	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68732
MTBLS283	time-course differentiation	
MTBLS283	pre-B cell line B3	
MTBLS283	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS283	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS283	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS286	untargeted metabolites	
MTBLS286	seed development	http://purl.obolibrary.org/obo/GO_0048316
MTBLS286	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS287	untargeted metabolites	
MTBLS287	seed development	http://purl.obolibrary.org/obo/GO_0048316
MTBLS287	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS288	untargeted metabolites	
MTBLS288	seed development	http://purl.obolibrary.org/obo/GO_0048316
MTBLS288	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS289	colorectal adenocarcinoma	http://purl.obolibrary.org/obo/DOID_0050861
MTBLS289	untargeted metabolites	
MTBLS289	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484
MTBLS290	Parallel factor analysis	
MTBLS290	Compositional data	
MTBLS290	targeted metabolites	
MTBLS290	creatinine	http://purl.obolibrary.org/obo/CHEBI_16737
MTBLS290	Area Under Curve	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64774
MTBLS290	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS290	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS291	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS291	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS291	Lipid identification benchmark	
MTBLS291	Benchmark	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47895
MTBLS291	untargeted metabolites	
MTBLS292	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354
MTBLS292	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS292	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS292	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS292	targeted metabolites	
MTBLS293	Carbon	http://purl.bioontology.org/ontology/MESH/D002244
MTBLS293	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502
MTBLS293	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS293	untargeted metabolites	
MTBLS293	targeted metabolites	
MTBLS295	Phytoplankton	http://www.owl-ontologies.com/unnamed.owl#Phytoplankton
MTBLS295	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502
MTBLS295	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS295	untargeted metabolites	
MTBLS295	targeted metabolites	
MTBLS296	yeast product	http://purl.obolibrary.org/obo/ENVO_0010056
MTBLS296	Yeast extract	http://purl.jp/bio/10/gmo/GMO_001003
MTBLS296	Quality Control	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15311
MTBLS296	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS296	untargeted metabolites	
MTBLS297	Plant Metabolomics	
MTBLS297	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS297	untargeted metabolites	
MTBLS297	targeted metabolites	
MTBLS298	non-alcoholic fatty liver disease	http://www.ebi.ac.uk/efo/EFO_0003095
MTBLS298	Catheterization	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38045
MTBLS298	two-dimensional chromatography	http://purl.obolibrary.org/obo/CHMO_0001018
MTBLS298	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS298	untargeted metabolites	
MTBLS303	targeted metabolites	
MTBLS303	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS303	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS303	untargeted metabolites	
MTBLS303	PPARs	
MTBLS303	O-acylcarnitine	http://purl.obolibrary.org/obo/CHEBI_17387
MTBLS304	Tuberculosis	http://www.orpha.net/ORDO/Orphanet_3389
MTBLS304	dormancy process	http://purl.obolibrary.org/obo/GO_0022611
MTBLS304	Hypoxia	http://www.co-ode.org/ontologies/galen#Hypoxia
MTBLS304	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS304	untargeted metabolites	
MTBLS306	untargeted metabolites	
MTBLS306	exercise	http://www.ebi.ac.uk/efo/EFO_0000483
MTBLS306	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS306	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS306	maximal oxygen consumption	http://purl.obolibrary.org/obo/CMO_0000135
MTBLS306	purines	http://purl.obolibrary.org/obo/CHEBI_26401
