studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
MTBLS253	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	
		Phase	http://purl.obolibrary.org/obo/NCIT_C25257	A distinguishable part, a stage in a series of events or in a process of development, e.g. any of the varying aspects or stages in course of a disease; a fraction of a cycle.
MTBLS260	Concentration	concentration of	http://purl.obolibrary.org/obo/PATO_0000033	
		Concentration	http://purl.obolibrary.org/obo/NCIT_C41185	The quantity of a substance per unit volume or weight; a measure of the amount of substance present in a unit amount of mixture, particularly, the amount of solute dissolved in a solvent. The amounts can be expressed as moles, masses, volumes, or parts.
MTBLS261	genotype	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
MTBLS265	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	
		Subject	http://purl.obolibrary.org/obo/NCIT_C48910	Some matter, situation, or event that is thought about, written about, or discussed.
MTBLS265	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	
		Age Group	http://purl.obolibrary.org/obo/NCIT_C20587	Subgroups of populations based on age.
MTBLS266	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	
		Subject	http://purl.obolibrary.org/obo/NCIT_C48910	Some matter, situation, or event that is thought about, written about, or discussed.
MTBLS266	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	
		Age Group	http://purl.obolibrary.org/obo/NCIT_C20587	Subgroups of populations based on age.
MTBLS267	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	
		Subject	http://purl.obolibrary.org/obo/NCIT_C48910	Some matter, situation, or event that is thought about, written about, or discussed.
MTBLS267	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	
		Age Group	http://purl.obolibrary.org/obo/NCIT_C20587	Subgroups of populations based on age.
MTBLS270	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709	
		Variety	http://purl.obolibrary.org/obo/NCIT_C62709	In botanical nomenclature, a rank below subspecies but above forma.
MTBLS272	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS273	Adipose tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013	Portion of connective tissue composed of adipocytes enmeshed in areolar tissue
		Adipose Tissue	http://purl.obolibrary.org/obo/NCIT_C12472	A specialized form of connective tissue consisting primarily of adipocytes (fat cells), surrounded by a meshwork of collagen fibers.
MTBLS273	Connective tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Connective Tissue	http://purl.obolibrary.org/obo/NCIT_C12374	The supporting or framework tissue of the animal body, formed of fibrous and ground substance with more or less numerous cells of various kinds; it is derived from the mesenchyme, and this in turn from the mesoderm; the varieties of connective tissue are: areolar or loose; adipose; dense, regular or irregular, white fibrous; elastic; mucous; and lymphoid tissue; cartilage; and bone; the blood and lymph may be regarded as connective tissues the ground substance of which is a liquid.
		connective tissue	http://purl.obolibrary.org/obo/CL_0000388	Tissue which consists of fibroblasts, osteocytes or chondrocytes and intercellular matrix produced by these cells. Examples: bone (tissue), dense regular elastic tissue, areolar tissue, neuroglia, adipose tissue.
MTBLS275	Chemical exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Chemical Exposure	http://purl.obolibrary.org/obo/NCIT_C36290	Contact with a chemical substance through touch, inhalation, or ingestion.
MTBLS276	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS277	Replicate	replicate		
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS278	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Group	http://purl.obolibrary.org/obo/NCIT_C43359	Any number of entities (members) considered as a unit.
		group	http://purl.obolibrary.org/obo/CHEBI_24433	A defined linked collection of atoms or a single atom within a molecular entity.
MTBLS279	control	True False Response Terminology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105761	
		Control	http://purl.obolibrary.org/obo/NCIT_C61299	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
		control	http://www.ebi.ac.uk/efo/EFO_0001461	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
MTBLS279	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	
		Phase	http://purl.obolibrary.org/obo/NCIT_C25257	A distinguishable part, a stage in a series of events or in a process of development, e.g. any of the varying aspects or stages in course of a disease; a fraction of a cycle.
MTBLS280	control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	
		Control	http://purl.obolibrary.org/obo/NCIT_C61299	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
		control	http://www.ebi.ac.uk/efo/EFO_0001461	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
MTBLS280	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	
		Phase	http://purl.obolibrary.org/obo/NCIT_C25257	A distinguishable part, a stage in a series of events or in a process of development, e.g. any of the varying aspects or stages in course of a disease; a fraction of a cycle.
MTBLS281	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS283	Timepoint	time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
		timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	Time point at which a sample or observation is made or taken from a biomaterial as measured from some reference point.
MTBLS283	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS289	Specimen	Biospecimen	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70699	
		specimen	http://purl.obolibrary.org/obo/OBI_0100051	A material entity that has the specimen role.
		Specimen	http://purl.obolibrary.org/obo/NCIT_C19157	A part of a thing, or of several things, taken to demonstrate or to determine the character of the whole, e.g. a substance, or portion of material obtained for use in testing, examination, or study; particularly, a preparation of tissue or bodily fluid taken for examination or diagnosis.
MTBLS291	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS292	siRNA	gene knockdown by siRNA transfection	http://www.bioassayontology.org/bao#BAO_0002438	
		siRNA	http://www.bioassayontology.org/bao#BAO_0000324	In the RNAi pathway,  the double stranded RNAs first get processed into 20-25 nucleotide small interfering RNAs (siRNAs) by an RNase III-like enzyme called Dicer. The siRNAs enter into endoribonuclease-containing complexes known as RNA-induced silencing complexes (RISCs), and bring about the cleavage of the target mRNAs to achieve gene silencing.
MTBLS293	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS297	Organ	plant organ	http://purl.obolibrary.org/obo/PO_0009008	
		Organ	http://purl.obolibrary.org/obo/NCIT_C13018	A unique macroscopic (gross) anatomic structure that performs specific functions. It is composed of various tissues.  An organ is part of an anatomic system or a body region. Representative examples include the heart, lung, liver, spleen, and uterus.
MTBLS298	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS298	Patient	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
		Patient	http://purl.obolibrary.org/obo/NCIT_C16960	A person who receives medical attention, care, or treatment, or who is registered with medical professional or institution with the purpose to receive medical care when necessary.
MTBLS303	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Group	http://purl.obolibrary.org/obo/NCIT_C43359	Any number of entities (members) considered as a unit.
		group	http://purl.obolibrary.org/obo/CHEBI_24433	A defined linked collection of atoms or a single atom within a molecular entity.
MTBLS304	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Group	http://purl.obolibrary.org/obo/NCIT_C43359	Any number of entities (members) considered as a unit.
		group	http://purl.obolibrary.org/obo/CHEBI_24433	A defined linked collection of atoms or a single atom within a molecular entity.
MTBLS306	Participant	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
		Participant	http://purl.obolibrary.org/obo/NCIT_C29867	Someone who takes part in an activity.
MTBLS306	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS307	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS309	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS311	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS312	Carbon dioxide treatment	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	
		carbon dioxide treatment	http://purl.obolibrary.org/obo/EO_0001020	An inorganic gas treatment (EO:0001055) that involves the application of carbon dioxide (CHEBI:16526).
MTBLS312	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS315	blood glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	
		Blood Glucose	http://purl.obolibrary.org/obo/NCIT_C94312	
MTBLS315	platelet count	number density		
		Platelet Count	http://purl.obolibrary.org/obo/NCIT_C51951	The determination of the number of platelets in a blood sample, usually expressed as platelets per cubic millimeter (cmm) of whole blood.
		platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	The number of PLATELETS per unit volume in a sample of venous BLOOD.
MTBLS315	mean corpuscular hemoglobin concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	
		mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	The mean corpuscular hemoglobin concentration is a measure of the concentration of hemoglobin in a given volume of packed red blood cell
MTBLS315	mean corpuscular hemoglobin	mass	http://purl.obolibrary.org/obo/PATO_0000125	
		mean corpuscular hemoglobin	http://www.ebi.ac.uk/efo/EFO_0004527	The MCH is  the average mass of hemoglobin per red blood cell in a sample of blood and is calculated by dividing the total mass of hemoglobin by the RBC count
MTBLS315	mean corpuscular volume	volume	http://www.ebi.ac.uk/efo/EFO_0001715	
		mean corpuscular volume	http://www.ebi.ac.uk/efo/EFO_0004526	A mean corpuscular volume is the result of calculation of the mean volume of erythrocytes in a blood sample.
MTBLS315	hematocrit	volume per unit volume	http://purl.obolibrary.org/obo/UO_0000205	
		hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	The volume of packed RED BLOOD CELLS in a blood specimen. The volume is measured by centrifugation in a tube with graduated markings, or with automated blood cell counters. It is an indicator of erythrocyte status in disease. For example, ANEMIA shows a low value; POLYCYTHEMIA, a high value.
MTBLS315	hemoglobin	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	
		Hemoglobin	http://purl.obolibrary.org/obo/NCIT_C16676	The red respiratory protein of erythrocytes, consisting of approximately 3.8% heme and 96.2% globin (64.5 KD), which as oxyhemoglobin (HbO2) transports oxygen from the lungs to the tissues where the oxygen is readily released and HbO2 becomes Hb.
		hemoglobin	http://purl.obolibrary.org/obo/CHEBI_35143	
MTBLS315	height	body height	http://www.ebi.ac.uk/efo/EFO_0004339	
		Height	http://purl.obolibrary.org/obo/NCIT_C25347	The vertical measurement or distance from the base to the top of an object; the vertical dimension of extension.
MTBLS315	weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	
		Weight	http://purl.obolibrary.org/obo/NCIT_C25208	The vertical force exerted by a mass as a result of gravity.
MTBLS315	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS316	glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	
		glucose	http://purl.obolibrary.org/obo/CHEBI_17234	An aldohexose used as a source of energy and metabolic intermediate.
		Glucose	http://www.bioassayontology.org/bao#BAO_0000924	
		Glucose	http://purl.obolibrary.org/obo/NCIT_C2831	A simple sugar monosaccharide having two isoforms, alpha and beta, with a chemical structure of C6H12O6 that acts as an energy source for both plants and animals by reacting with oxygen, generating carbon dioxide and water, and releasing energy.
MTBLS317	status	wild type	http://www.bioassayontology.org/bao#BAO_0000089	
		Status	http://purl.obolibrary.org/obo/NCIT_C25688	A condition or state at a particular time.
MTBLS319	Gene knockout	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506	
		gene knockout	http://www.bioassayontology.org/bao#BAO_0002441	"A gene knockout is a genetic technique in which an organism is engineered to carry genes that have been made inoperative (have been ""knocked out"" of the organism)."
		Gene Knockout	http://purl.obolibrary.org/obo/NCIT_C18143	Refers to the targeted disruption of a gene within its normal biological context.  Utilized to examine the involvement of a gene in a complex biological process.
MTBLS319	Stress	environmental stress	http://www.ebi.ac.uk/efo/EFO_0000470	
		Stress	http://purl.obolibrary.org/obo/NCIT_C35041	The negative mental, emotional, and physical reactions that occur when environmental stressors are perceived as exceeding the individual's adaptive capacities.
MTBLS319	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS320	stress	Drug Exposure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41362	
		Stress	http://purl.obolibrary.org/obo/NCIT_C35041	The negative mental, emotional, and physical reactions that occur when environmental stressors are perceived as exceeding the individual's adaptive capacities.
MTBLS320	time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS328	anaerobic	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Anaerobic	http://purl.obolibrary.org/obo/NCIT_C103137	A chemical process that does not require oxygen or occurs in the absence of oxygen.
MTBLS328	control	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Control	http://purl.obolibrary.org/obo/NCIT_C61299	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
		control	http://www.ebi.ac.uk/efo/EFO_0001461	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
MTBLS328	Bacteroides caccae	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Bacteroides caccae	http://purl.obolibrary.org/obo/NCIT_C86168	A species of anaerobic, Gram-negative, rod shaped bacteria assigned to the phylum Bacteroidetes. This species is nonmotile, non-spore forming, catalase negative, resistant to penicillin, hydrolyzes esculin, indole negative and does not produce hydrogen sulfide. B. caccae is commensal and part of the normal human gastrointestinal tract flora, but may become pathogenic in other body regions.
MTBLS330	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
		tissue	http://purl.obolibrary.org/obo/UBERON_0000479	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.
		Tissue	http://purl.obolibrary.org/obo/NCIT_C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
MTBLS331	Purity	Purity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62352	
		purity	http://www.bioassayontology.org/bao#BAO_0002618	
		Purity	http://purl.obolibrary.org/obo/NCIT_C62352	A quantitative assessment of the homogeneity or uniformity of a mixture. Alternatively, purity refers to the degree of being free of contaminants or heterogeneous components.
MTBLS333	Location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	
		Location	http://purl.obolibrary.org/obo/NCIT_C25341	A position, site, or point in space where something can be found.
MTBLS338	Genotype	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
MTBLS338	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS341	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS341	Treatment	Fungi	http://purl.obolibrary.org/obo/NCBITaxon_4751	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS343	cultivar	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	A cultivated plant variety selected and given a name because it has desirable characteristics that distinguish it from otherwise similar plants of the same species.
MTBLS345	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS345	Facility	Place	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25319	
		Facility	http://purl.obolibrary.org/obo/NCIT_C62574	Services and space and equipment provided for a particular purpose; a building or place that provides a particular service or is used for a particular industry.
MTBLS345	Food	Food	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62695	
		food	http://purl.obolibrary.org/obo/CHEBI_33290	
		Food	http://purl.obolibrary.org/obo/NCIT_C62695	A group of materials of either plant, animal or artificial origin containing essential body nutrients that can be ingested by an organism to produce energy, stimulate growth, and maintain life.
MTBLS346	Transgene	Transgene	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22190	
		Transgene	http://purl.obolibrary.org/obo/NCIT_C22190	An engineered gene consisting at least of a regulatory element and a coding sequence; regulatory element and coding sequence can come from different species.
MTBLS349	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
		tissue	http://purl.obolibrary.org/obo/UBERON_0000479	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.
		Tissue	http://purl.obolibrary.org/obo/NCIT_C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
MTBLS350	Extract	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		extract	http://purl.obolibrary.org/obo/OBI_0000423	an extract is a material entity which results from an extraction process
		extract	http://www.bioassayontology.org/bao#BAO_0003070	
		Extract	http://purl.obolibrary.org/obo/NCIT_C82948	A solution of essential constituents of a complex material; a substance removed from another substance.
MTBLS350	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS352	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Group	http://purl.obolibrary.org/obo/NCIT_C43359	Any number of entities (members) considered as a unit.
		group	http://purl.obolibrary.org/obo/CHEBI_24433	A defined linked collection of atoms or a single atom within a molecular entity.
MTBLS355	genotype	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748	
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
MTBLS355	stimulus	stimulus or stress design	http://www.ebi.ac.uk/efo/EFO_0001762	
		Stimulus	http://purl.obolibrary.org/obo/NCIT_C41210	An environmental event, agent, act, or influence that can be detected by a receptor in the body and will invariably produce a reaction in a living organism, e.g. change in the behavior, functional or trophic reaction.
MTBLS358	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS358	Pack year	Pack Year	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73993	
		Pack Year	http://purl.obolibrary.org/obo/NCIT_C73993	A quantification of lifetime tobacco exposure defined as (number of cigarettes smoked per day x number of years smoked)/20. One pack-year is smoking 20 cigarettes a day for one year.
MTBLS359	treatment	antibacterial agent	http://purl.obolibrary.org/obo/CHEBI_33282	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS359	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS359	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS363	Elapsed time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Elapsed Time	http://purl.obolibrary.org/obo/NCIT_C82572	The interval between two reference points in time.
MTBLS363	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS364	smoking status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796	
		Smoking Status	http://purl.obolibrary.org/obo/NCIT_C19796	An indication of a person's current tobacco and nicotine consumption as well as some indication of smoking history.
MTBLS364	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS366	station	Station	http://sweet.jpl.nasa.gov/2.3/matrFacility.owl#Station	
		Station	http://purl.obolibrary.org/obo/NCIT_C67102	A facility or location equipped with special equipment and/or personnel for a particular purpose.
MTBLS366	depth	Depth	http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth	
		Depth	http://purl.obolibrary.org/obo/NCIT_C25333	The extent downward or inward; the perpendicular measurement from the surface downward to determine deepness.
MTBLS368	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS368	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS370	Species	organism	http://purl.obolibrary.org/obo/OBI_0100026	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS370	Extract	Extraction		
		extract	http://purl.obolibrary.org/obo/OBI_0000423	an extract is a material entity which results from an extraction process
