studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number
MTBLS266	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668
MTBLS266	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587
MTBLS267	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668
MTBLS267	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587
MTBLS269	Mice	Subject	http://www.bridgmodel.org/owl#Subject
MTBLS269	Sample material	Tissue	http://purl.bioontology.org/ontology/STY/T024
MTBLS269	Fasting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS270	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709
MTBLS270	Temperature of forcing	temperature	http://www.ebi.ac.uk/efo/EFO_0001702
MTBLS270	Duration of forcing	duration	http://www.ebi.ac.uk/efo/EFO_0000433
MTBLS272	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS272	Experimental groups	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS273	Adipose tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS273	Connective tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS273	Glandular tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS273	Stroma tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS273	Tumour	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS274	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS275	Chemical exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS276	Pulldown	Pulldown	
MTBLS276	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS277	Time point	timepoint	
MTBLS277	Nano material	nanomaterial	
MTBLS277	Replicate	replicate	
MTBLS278	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS279	control	True False Response Terminology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105761
MTBLS279	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257
MTBLS280	control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147
MTBLS280	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257
MTBLS281	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457
MTBLS281	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS282	Section location	3D coordinates	http://purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.owl#cno_0000154
MTBLS283	Control/Ikaros	control	http://www.ebi.ac.uk/efo/EFO_0001461
MTBLS283	Timepoint	time	http://www.ebi.ac.uk/efo/EFO_0000721
MTBLS283	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS286	rice seed developmental stage	days after flowering	
MTBLS286	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS287	rice seed developmental stage	days after flowering	
MTBLS287	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS288	rice seed developmental stage	days after flowering	
MTBLS288	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS289	Patient ID	Patient	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960
MTBLS289	Tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS289	Tissue location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341
MTBLS289	Specimen	Biospecimen	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70699
MTBLS289	Year analysed	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS290	Sample collection time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS290	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS291	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS292	harvesting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS292	siRNA	gene knockdown by siRNA transfection	http://www.bioassayontology.org/bao#BAO_0002438
MTBLS293	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS293	sampling date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS295	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457
MTBLS296	metabolomics/lipidomics	omics experiment on specimen	http://purl.obolibrary.org/obo/OMIABIS_0001014
MTBLS297	Organ	plant organ	http://purl.obolibrary.org/obo/PO_0009008
MTBLS298	liver fat	fatty liver disease	http://purl.obolibrary.org/obo/DOID_9452
MTBLS298	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS298	low dose insulin infusion	low dose insulin infusion	
MTBLS298	serum type	Body Part	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221
MTBLS298	Patient	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189
MTBLS303	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS304	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS306	Participant	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189
MTBLS306	Exercise set	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS306	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS307	Diabetes	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS307	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS307	mzXML conversion mode	Polarity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48048
MTBLS309	Bicarbonate treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS309	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS309	Incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS311	Bicarbonate treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS311	Light condition	controlled visible light condition	http://purl.obolibrary.org/obo/XCO_0000181
MTBLS311	Bicarbonate concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS311	Incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS311	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS312	Carbon dioxide treatment	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS312	Incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS312	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS313	mouse status	wild type	http://www.bioassayontology.org/bao#BAO_0000089
MTBLS315	patient group	disease	http://www.ebi.ac.uk/efo/EFO_0000408
MTBLS315	blood glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS315	diff_basophils	basophils differential	
MTBLS315	diff_eosinophils	eosinophils differential	
MTBLS315	diff_monocytes	monocytes differential	
MTBLS315	diff_lymphocytes	lymphocytes differential	
MTBLS315	diff_neutrophils	neutrophils differential	
MTBLS315	platelet count	number density	
MTBLS315	mean corpuscular hemoglobin concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS315	mean corpuscular hemoglobin	mass	http://purl.obolibrary.org/obo/PATO_0000125
MTBLS315	mean corpuscular volume	volume	http://www.ebi.ac.uk/efo/EFO_0001715
MTBLS315	hematocrit	volume per unit volume	http://purl.obolibrary.org/obo/UO_0000205
MTBLS315	hemoglobin	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS315	total red blood cell count	number density	
MTBLS315	total white blood cell count	number density	
MTBLS315	P. falciparum parasite density	number density	
MTBLS315	duration illness prior to hospital admission	duration	http://www.ebi.ac.uk/efo/EFO_0000433
MTBLS315	height	body height	http://www.ebi.ac.uk/efo/EFO_0004339
MTBLS315	weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338
MTBLS315	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS315	malaria rapid diagnostic test	test result	http://www.ebi.ac.uk/efo/EFO_0000720
MTBLS315	clinical outcome	Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25688
MTBLS315	severe malnutrition	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147
MTBLS315	prior antimalaria treatment	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147
MTBLS315	prior antibiotic treatment	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147
MTBLS316	glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS317	status	wild type	http://www.bioassayontology.org/bao#BAO_0000089
MTBLS319	Gene knockout	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506
MTBLS319	Stress	environmental stress	http://www.ebi.ac.uk/efo/EFO_0000470
MTBLS319	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS320	geneknockout	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506
MTBLS320	stress	Drug Exposure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41362
MTBLS320	time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689
MTBLS322	Nandrolone duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS322	Nandrolone dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS322	Tendon release	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS322	Tendon reattachment	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS323	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS323	Plate number	Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25337
MTBLS323	Plate position	position	http://purl.obolibrary.org/obo/PATO_0000140
MTBLS326	IP3R expression	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS328	coculture	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS328	anaerobic	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS328	control	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS328	Caco2	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS328	Lactobacillus rhamnosus LGG	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS328	Bacteroides caccae	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS330	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS331	Purity	Purity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62352
MTBLS332	GM41	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS332	BT03	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS333	Colour	Color	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37927
MTBLS333	Cultivation Year	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS333	Location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341
MTBLS333	Storage conditions	temperature	http://www.ebi.ac.uk/efo/EFO_0001702
MTBLS333	Freezing method	Freezing	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48160
MTBLS334	Treatment 	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS334	Diet 	diet	http://www.ebi.ac.uk/efo/EFO_0002755
MTBLS335	Methanol extraction	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS335	tissue type	plant organ	http://purl.obolibrary.org/obo/PO_0009008
MTBLS335	collision energy	collision-induced dissociation	http://purl.obolibrary.org/obo/MS_1000133
MTBLS337	Radiation	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS337	PARP inhibitor concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS338	Genotype	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513
MTBLS338	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683
MTBLS340	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS341	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683
MTBLS341	Treatment	Fungi	http://purl.obolibrary.org/obo/NCBITaxon_4751
MTBLS342	Coral Species	organism	http://purl.obolibrary.org/obo/OBI_0100026
MTBLS342	Spectral Normalization	Extract Weight	
MTBLS343	cultivar	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS343	Storage Time	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS345	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS345	Facility	Place	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25319
MTBLS345	Food	Food	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62695
MTBLS346	Transgene	Transgene	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22190
MTBLS349	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS349	Time elapsed	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS350	Extract	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS350	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS352	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS354	disease state	disease_state	http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_5159000
MTBLS355	genotype	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748
MTBLS355	stimulus	stimulus or stress design	http://www.ebi.ac.uk/efo/EFO_0001762
MTBLS356	Participant type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS358	Study Group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS358	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS358	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS358	Pack year	Pack Year	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73993
MTBLS358	Ethinicity	ethnic group	http://www.ebi.ac.uk/efo/EFO_0001799
MTBLS359	treatment	antibacterial agent	http://purl.obolibrary.org/obo/CHEBI_33282
MTBLS359	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS359	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS360	Compound 	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS360	Time post exposure 	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS361	Tissue location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341
MTBLS361	Experimental group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS363	Elapsed time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS363	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS364	smoking status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796
MTBLS364	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS366	station	Station	http://sweet.jpl.nasa.gov/2.3/matrFacility.owl#Station
MTBLS366	depth	Depth	http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth
MTBLS367	Time elapsed	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS368	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS368	B3 Vitamin	Small Molecule	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48809
MTBLS368	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS368	Dosage	milligram per kilogram body weight	http://www.ebi.ac.uk/efo/EFO_0005354
MTBLS370	Species	organism	http://purl.obolibrary.org/obo/OBI_0100026
MTBLS370	Extract	Extraction	
MTBLS372	Time of first grafting	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS372	Age at time of first grafting	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS372	Dieback score	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS373	extract	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS373	replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS374	smoking status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796
MTBLS374	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS375	Time after treatment	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS376	Antibiotic treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS379	honeybee	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS380	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS380	tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS381	spike-in concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS382	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS383	Species	Species	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293
MTBLS384	Experiment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS384	Extraction method	solvent extraction	http://purl.obolibrary.org/obo/CHMO_0001598
MTBLS384	Injection batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS385	Patient	Patient	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960
MTBLS385	Tissue type	Tissue Sample	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19697
MTBLS385	Sex	Sex	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28421
MTBLS385	Age	Age	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25150
MTBLS386	Biofluid	Body Fluid or Substance	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13236
MTBLS386	Human state	Patient Physiological Condition	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C69192
MTBLS387	Gene transfection	gene knockdown by shRNA transfection	http://www.bioassayontology.org/bao#BAO_0002437
MTBLS389	Stress	temperature	http://www.ebi.ac.uk/efo/EFO_0001702
MTBLS389	Stress duration	duration	http://www.ebi.ac.uk/efo/EFO_0000433
MTBLS389	Medium additive	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS390	tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS390	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS392	vintage	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS392	matrix	grape fruit product	http://purl.jp/bio/11/meo/MEO_0002322
MTBLS393	Inducer conditions	Inducer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120268
MTBLS395	Death within 2 years from ACS	Death	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28554
MTBLS399	Plant	Plant	
MTBLS399	Location	geographic location	
MTBLS400	Metabolic syndrome	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS400	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS401	batch	sample batch	http://purl.obolibrary.org/obo/MS_1000053
MTBLS402	infertility	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS403	tea type	Tea	http://purl.bioontology.org/ontology/MESH/D013662
MTBLS403	Maufacturing process	Manufacture	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43360
MTBLS403	Withering duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS404	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS404	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS404	Material type	material sample	http://purl.obolibrary.org/obo/OBI_0000747
MTBLS404	Role	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS404	Sampling	Sampling	
MTBLS404	Osmolality	Osmolality	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89824
MTBLS404	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS404	Injection order	Injection order	
MTBLS404	Subset	Subset	
MTBLS405	Medium	HeLa medium	http://purl.org/obo/owl/IEV#IEV_0000312
MTBLS405	Sample type	material sample	http://purl.obolibrary.org/obo/OBI_0000747
MTBLS408	Run order	Run order	
MTBLS408	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS409	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS409	sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS410	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS410	parasitization	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS410	sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS411	Lactating	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS411	Multiparous	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS412	Plate surface area	area	http://www.ebi.ac.uk/efo/EFO_0001696
MTBLS412	Cell seeding density	Cell Density	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120538
MTBLS412	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504
MTBLS412	Abundance	Abundance	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70589
MTBLS412	Incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS413	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS414	Remote ischemic conditioning	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS414	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS414	Subject	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189
MTBLS415	Section location	position	http://purl.obolibrary.org/obo/PATO_0000140
MTBLS417	Sample group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS417	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS419	compound	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS419	time post exposure	hour	http://purl.obolibrary.org/obo/UO_0000032
MTBLS420	Nonobstructive azoospermia	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS422	Sex	sex	http://purl.obolibrary.org/obo/PATO_0000047
MTBLS423	Lifestyle intervention	Preventive Intervention	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15843
MTBLS424	Breast cancer diagnosis	Cancer Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16213
MTBLS424	Breast cancer relapse	disease recurrence	http://www.ebi.ac.uk/efo/EFO_0004952
MTBLS424	Histological grade	Histologic Grade	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18000
MTBLS424	Time to relapse	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS425	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS425	CM source	Origin	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42703
MTBLS426	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS426	Diet	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS427	Diabetes Status	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS428	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS428	Sampling date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS429	Sample location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341
MTBLS430	Time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS431	Phage infection	infection	http://www.ebi.ac.uk/efo/EFO_0000544
MTBLS432	inflammation	colitis score	
MTBLS433	Region	Region	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41129
MTBLS433	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709
MTBLS433	Production Type	Production	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112927
MTBLS433	Harvest date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS433	Fruitiness	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS433	Bitterness	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS433	Pungent	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
