studyID	name	type	iri	ontoName
MTBLS232	Treatment	treatment	http://www.loria.fr/~coulet/ontology/sopharm/version2.0/#SOPHARM_23000	
MTBLS232	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS232	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS232	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	EFO
MTBLS232	polyps_recurrence	Colonic Polyps	http://purl.bioontology.org/ontology/MESH/D003111	MESH
MTBLS232	Red meat intake	Dietary substance	http://purl.bioontology.org/ontology/SNOMEDCT/116273005	SNOMEDCT
MTBLS232	Processed red meat	Dietary substance	http://purl.bioontology.org/ontology/SNOMEDCT/116273005	SNOMEDCT
MTBLS232	pre_largest_polyp_removed	Colonic polyp	http://purl.bioontology.org/ontology/MEDDRA/10010003	
MTBLS232	Sample type	sample	http://purl.obolibrary.org/obo/MS_1000457	MS
MTBLS233	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS233	Dose	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS233	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	EFO
MTBLS233	Scan range	scan	http://purl.obolibrary.org/obo/MS_1000441	MS
MTBLS234	spike-in concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS234	replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS236	PD0332991	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS236	3-13C-glutamine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Diagnosis	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS237	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS237	age at diagnosis	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS237	Years with disease 	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS237	Family disposition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Smoker	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Steroid response	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Steroid dependency	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	HB-score	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	NCIT
MTBLS237	Mayo-score	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	NCIT
MTBLS237	Extraintestinal manifestations	clinical manifestation	http://purl.obolibrary.org/obo/TRAK_0000092	
MTBLS237	Drug Treatment Asetylsalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Drug Treatment Local Asetylsalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Drug Treatment Azathioprine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Drug Treatment 6-mercaptopurine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Drug Treatment Salazopurine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Drug Treatment Systemic steroids	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Drug Treatment Local steroids	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Drug Treatment Infliximab 	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS237	Disease Characterisation 	disease	http://www.ebi.ac.uk/efo/EFO_0000408	EFO
MTBLS237	Extension	Extension	http://purl.bioontology.org/ontology/LNC/LP34039-5	
MTBLS238	Training	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS238	Healthy Controls	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Disease	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS239	Status	Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25688	NCIT
MTBLS239	Infusion Date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	NCIT
MTBLS239	Harvey Bradshaw index and Perianal Disease Activity Index Mayo score 	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	NCIT
MTBLS239	Hemoglobine	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	NCIT
MTBLS239	CRP	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	NCIT
MTBLS239	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS239	Age at sampling	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS239	Smoking	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796	NCIT
MTBLS239	Surgery	Surgery	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17173	NCIT
MTBLS239	Age at diagnosis	age at diagnosis	http://www.ebi.ac.uk/efo/EFO_0004918	EFO
MTBLS239	Duration of Disease before Initiation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS239	Fistulizing disease	disease	http://www.ebi.ac.uk/efo/EFO_0000408	EFO
MTBLS239	Stenosis	Stenosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50754	NCIT
MTBLS239	Extent 	Extent	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25332	NCIT
MTBLS239	Medication at initiation	Medication	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C459	NCIT
MTBLS239	Change in medication	Medication	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C459	NCIT
MTBLS239	Drug Treatment: Azathioprine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: Local Asetylsalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: Systemic steroid treatment	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: Local steroids	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: Ciproxin	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: LSB	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: Systemic aminosalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: Isoniazid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: Enterocort	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: Metronidazol	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS239	Drug Treatment: MTX	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS240	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	EFO
MTBLS241	tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204	CHEBI
MTBLS242	time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS243	Control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	NCIT
MTBLS244	ID8 coculture	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS244	tracer	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS244	incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS245	age at 1st manifestation	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS245	disease duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS245	genetic mutation present	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS245	genetic mutation	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS245	proteinuria status	Proteinuria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38012	NCIT
MTBLS245	study group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS245	final response	Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25755	NCIT
MTBLS245	Chronic Kidney Disease stage	disease stage	http://purl.obolibrary.org/obo/OBI_0000278	OBI
MTBLS245	Glomerular Filtration Rate	Flow Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82554	NCIT
MTBLS245	current medication	Medication	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C459	NCIT
MTBLS245	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS246	age at 1st manifestation	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS246	disease duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS246	genetic mutation present	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS246	Genetic mutation	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS246	proteinuria status	Proteinuria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38012	NCIT
MTBLS246	Study Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS246	final response	Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25755	NCIT
MTBLS246	Chronic Kidney Disease stage	disease stage	http://purl.obolibrary.org/obo/OBI_0000278	OBI
MTBLS246	Glomerular Filtration Rate	Flow Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82554	NCIT
MTBLS246	current medication	Medication	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C459	NCIT
MTBLS246	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS247	Substrate	Substrate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120264	NCIT
MTBLS247	Labeling	labelling	http://www.ebi.ac.uk/efo/EFO_0000562	EFO
MTBLS248	group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS248	protease inhibitor	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS249	COPD Diagnosis	Diagnosis Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49650	NCIT
MTBLS249	COPD Status	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS249	Pre or Post Training visit	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS249	Pre or Post-exercise	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS249	Smoking Status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796	NCIT
MTBLS249	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS249	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS249	BMI b/t	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	EFO
MTBLS249	BMI a/t	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	EFO
MTBLS249	FFMI b/t	fat free mass index (FFMI)	http://purl.obolibrary.org/obo/CMO_0000306	CMO
MTBLS249	FFMI a/t	fat free mass index (FFMI)	http://purl.obolibrary.org/obo/CMO_0000306	CMO
MTBLS249	FEV	forced expiratory volume	http://www.ebi.ac.uk/efo/EFO_0004314	EFO
MTBLS249	FEV pred	forced expiratory volume	http://www.ebi.ac.uk/efo/EFO_0004314	EFO
MTBLS249	FEV/FVC ratio	forced expiratory volume to forced vital capacity ratio	http://purl.obolibrary.org/obo/CMO_0000241	CMO
MTBLS249	TLC b/t	Total Lung Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111325	NCIT
MTBLS249	TLC pred b/t	Percent Predicted Total Lung Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112388	NCIT
MTBLS249	RV b/t	Residual Volume	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89836	NCIT
MTBLS249	RV pred b/t	Percent Predicted Residual Volume	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112385	NCIT
MTBLS249	IC b/t	Inspiratory Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111362	NCIT
MTBLS249	IC pred b/t	Percent Predicted Inspiratory Capacity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112382	NCIT
MTBLS249	DLCO b/t	Diffusion capacity of lung	http://purl.bioontology.org/ontology/SNOMEDCT/54715006	SNOMEDCT
MTBLS249	DLCO pred b/t	Diffusion capacity of lung	http://purl.bioontology.org/ontology/SNOMEDCT/54715006	SNOMEDCT
MTBLS249	PaO2	partial pressure of blood oxygen (Po2)	http://purl.obolibrary.org/obo/CMO_0000381	CMO
MTBLS249	PaCO2	partial pressure of blood carbon dioxide (Pco2)	http://purl.obolibrary.org/obo/CMO_0000283	CMO
MTBLS249	VO2 Peak b/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	EFO
MTBLS249	VO2 Peak b/t ml/min	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	EFO
MTBLS249	VO2 Peak pred b/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	EFO
MTBLS249	VO2 Peak a/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	EFO
MTBLS249	VO2 Peak a/t ml/min	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	EFO
MTBLS249	VO2 Peak pred a/t	maximal oxygen uptake measurement	http://www.ebi.ac.uk/efo/EFO_0004887	EFO
MTBLS249	workload b/t	Activity workload	http://dicom.nema.org/resources/ontology/DCM/122709	
MTBLS249	workload a/t	Activity workload	http://dicom.nema.org/resources/ontology/DCM/122709	
MTBLS249	MVV b/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255	CMO
MTBLS249	MVV pred b/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255	CMO
MTBLS249	MVV a/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255	CMO
MTBLS249	MVV pred a/t	maximal volume ventilation (MVV)	http://purl.obolibrary.org/obo/CMO_0000255	CMO
MTBLS249	heart rate b/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	EFO
MTBLS249	heart rate pred b/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	EFO
MTBLS249	heart rate a/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	EFO
MTBLS249	heart rate pred a/t	heart rate	http://www.ebi.ac.uk/efo/EFO_0004326	EFO
MTBLS249	Lactate b/t b/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	EFO
MTBLS249	Lactate b/t a/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	EFO
MTBLS249	Lactate a/t b/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	EFO
MTBLS249	Lactate a/t a/e	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	EFO
MTBLS249	Walk b/t	Walking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73554	NCIT
MTBLS249	Walk a/t	Walking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73554	NCIT
MTBLS250	protease inhibitor	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS250	group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS253	control	True False Response Terminology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105761	NCIT
MTBLS253	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	NCIT
MTBLS256	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS256	disease state	disease_state	http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_5159000	
MTBLS257	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS257	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS257	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	EFO
MTBLS259	Photoperiod	photoperiodism	http://purl.obolibrary.org/obo/GO_0009648	GO
MTBLS260	Treatment group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS260	Concentration	concentration of	http://purl.obolibrary.org/obo/PATO_0000033	PATO
MTBLS261	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS261	genotype	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748	EFO
MTBLS263	Injection replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS263	Preparation replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS264	sample material	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	NCIT
MTBLS264	volunteer	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	NCIT
MTBLS264	timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS265	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	NCIT
MTBLS265	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	NCIT
MTBLS266	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	NCIT
MTBLS266	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	NCIT
MTBLS267	Subject	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	NCIT
MTBLS267	Age group	Age Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20587	NCIT
MTBLS268	Volunteer	Clinical Trial Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70668	NCIT
MTBLS268	Sample material 	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	NCIT
MTBLS268	Fasting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS269	Mice	Subject	http://www.bridgmodel.org/owl#Subject	
MTBLS269	Sample material	Tissue	http://purl.bioontology.org/ontology/STY/T024	
MTBLS269	Fasting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS270	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709	NCIT
MTBLS270	Temperature of forcing	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	EFO
MTBLS270	Duration of forcing	duration	http://www.ebi.ac.uk/efo/EFO_0000433	EFO
MTBLS271	Anatomical brain region	Anatomic Site	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13717	NCIT
MTBLS272	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS272	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS272	Experimental groups	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS273	Adipose tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS273	Connective tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS273	Glandular tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS273	Stroma tissue	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS273	Tumour	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS274	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS275	Chemical exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS276	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS278	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	EFO
MTBLS278	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS279	control	True False Response Terminology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105761	NCIT
MTBLS279	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	NCIT
MTBLS280	control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	NCIT
MTBLS280	phase	phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	NCIT
MTBLS281	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457	MS
MTBLS281	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS282	Section location	3D coordinates	http://purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.owl#cno_0000154	
MTBLS283	Control/Ikaros	control	http://www.ebi.ac.uk/efo/EFO_0001461	EFO
MTBLS283	Timepoint	time	http://www.ebi.ac.uk/efo/EFO_0000721	EFO
MTBLS283	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	EFO
MTBLS285	Subject	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	NCIT
MTBLS285	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS285	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	EFO
MTBLS285	Spectrometer	nuclear magnetic resonance spectrometer	http://purl.obolibrary.org/obo/CHMO_0001807	CHMO
MTBLS285	Tartrate concentation	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS286	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	EFO
MTBLS287	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	EFO
MTBLS288	different cultivar	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	EFO
MTBLS289	Patient ID	Patient	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960	NCIT
MTBLS289	Tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	NCIT
MTBLS289	Tissue location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	NCIT
MTBLS289	Specimen	Biospecimen	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70699	NCIT
MTBLS289	Year analysed	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	NCIT
MTBLS290	Sample collection time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS290	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS291	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS292	harvesting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS292	siRNA	gene knockdown by siRNA transfection	http://www.bioassayontology.org/bao#BAO_0002438	BAO
MTBLS292	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	EFO
MTBLS293	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS293	sampling date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	NCIT
MTBLS295	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457	MS
MTBLS296	metabolomics/lipidomics	omics experiment on specimen	http://purl.obolibrary.org/obo/OMIABIS_0001014	OMIABIS
MTBLS297	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS297	Organ	plant organ	http://purl.obolibrary.org/obo/PO_0009008	PO
MTBLS298	liver fat	fatty liver disease	http://purl.obolibrary.org/obo/DOID_9452	DOID
MTBLS298	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS298	serum type	Body Part	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32221	NCIT
MTBLS298	Patient	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	NCIT
MTBLS303	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	EFO
MTBLS303	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS304	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS306	Participant	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	NCIT
MTBLS306	Exercise set	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS306	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS307	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS307	Diabetes	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS307	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS307	mzXML conversion mode	Polarity	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48048	NCIT
