Study Submission Date	MTBLS ID	Study Type	Species	Study Publication Date	Status	Submitter Name	Place Holder	WND	Assigned to	Isatab completeness	Metabolites Added	Additional files	Paper	PMID/DOI	Data in repository	Last Updated Date	Google Drive folder Name	Validation	Author feedback	COSMOS / PhenoMeNal partner study?	Blue?	Light Purple 3?	ChEBI/MAF update required	Current Status	Additional Notes	Size (MB)	Accumalated size	Month since Jan 2012	Average size of studies:	26130	935
2016-10-26	MTBLS394	HPLC-QTOF-MS;UPLC-QTOF-MS/MS;HPLC-LTQ-MS;UPLC-LTQ-MS	reference compound	2017-10-27	Public	Juergen Hartler		M	Reza	Done					Full	2017-11-29	MTBLS394 - 20171124_LEG	Passes			1			Full		36,181.23	12,582,313	58			
2016-10-28	MTBLS395	NMR	Homo sapiens	2018-10-02	Public	Alessia Vignoli		LF	Keeva	Done	Yes - Full		No		Full	2018-10-02	MTBLS395 - 20171130_LEG	Passes	In contact		1					547.81	12,582,861	58			
2016-10-28	MTBLS396	HPLC-QTOF-MS;UPLC-QTOF-MS/MS;HPLC-LTQ-MS;UPLC-LTQ-MS	Mus musculus	2017-11-07	Public	Juergen Hartler		M	Reza	Done					Full	2017-11-29	MTBLS396 - 20171124_LEG	Passes			1			Full		23,720.40	12,606,582	58			
2016-10-30	MTBLS397	UPLC-LTQ-MS	Mus musculus;reference compound	2017-11-07	Public	Juergen Hartler		M	Reza	Done					Full	2017-11-29	MTBLS397 - 20171124_LEG	Passes			1			Full		4,373.19	12,610,955	58			
2016-10-31	MTBLS398	HPLC-LTQ-MS;UPLC-LTQ-MS;UPLC-QTOF-MS/MS	reference compound	2017-11-07	Public	Juergen Hartler		M	Reza	Done					Full	2017-11-29	MTBLS398 - 20171124_LEG	Passes			1			Full		14,609.32	12,625,564	59			
2016-11-01	MTBLS399	NMR	Radix	2018-01-25	Public	Yujiao Hua		F	Mark	Done	Yes - Full		Pubmed link		Full	2018-01-25	MTBLS399 - 20171130_LEG	Passes			1					6.77	12,625,571	59			
2016-11-02	MTBLS400	MAS-NMR	Mus musculus	2018-01-31	Public	Mikheil Gogiashvili			Mark	Done	Yes - No data		Pubmed link		Full	2018-01-31	MTBLS400 - 20180130_LEG	Passes			1					71.65	12,625,642	59			
2016-11-03	MTBLS401	HPLC-LTQ-MS	Homo sapiens	2017-08-23	Public	Stephanie Herman			Mark	Done	No		DOI		Full	2017-08-23	MTBLS401 - 20161207_LEG	Passes		1	1			Full		293,713.89	12,919,356	59			
2016-11-04	MTBLS402	UPLC-LTQ-MS	Homo sapiens	2018-10-30	In Review	Zeng Vera		ML	Mark	Done	No		DOI		Full	2018-01-31	MTBLS402 - 20180131_LEG	Passes			1					2,540.45	12,921,897	59			
2016-11-08	MTBLS403	UPLC-QTOF-MS	Camellia sinensis	2017-03-23	Public	Weidong Dai			Keeva	Done	Yes - Full		DOI		Full	2018-01-31	MTBLS403 - 20180131_LEG	Passes			1					97.73	12,921,995	59			
2016-11-14	MTBLS404	UPLC-LTQ-MS	Homo sapiens	2017-01-20	Public	Etienne Thevenot			Keeva	Done	Yes - Full		Pubmed link		Full	2018-02-01	MTBLS404 - 20180131_LEG	Passes		1	1					34,101.54	12,956,096	59			
2016-11-14	MTBLS405	HPLC-TQ-MS/MS	Homo sapiens	2018-11-14	In Review	Jiefei Tong		L	Mark	Done	Yes - Full				Full	2018-02-07	MTBLS405 - 20180201_LEG	Passes	In contact		1					882.59	12,956,979	59			
2019-01-08	MTBLS406			2020-01-08	Submitted	Metabolon Submission, Placeholder Placeholder			Xuefei		Yes - Partial				Metadata Only	2019-01-08	MTBLS406 - 20161117								data from a company same with MTBLS409	0.01	12,956,979	85			
2019-01-11	MTBLS407			2019-01-11	Submitted	Placeholder Placeholder			Xuefei		Yes - Partial				Metadata Only	2019-02-11	MTBLS407 - 20161121								data from a company same with MTBLS410	0.01	12,956,979	85			
2016-11-18	MTBLS408	UPLC-QTOF-MS	Homo sapiens	2017-08-22	Public	Zeng Vera			Keeva	Done	Yes - No data		Pubmed link		Full	2018-03-06	MTBLS408 - 20180306_LEG	Passes	In contact		1					215,246.77	13,172,225	59			
2016-11-19	MTBLS409	UPLC-QTOF-MS/MS	Lysiphlebia japonica	2019-01-12	In Review	Xueke Gao		L	Mark	Done	Yes - Full				Full	2018-10-11	MTBLS409 - 20180306_LEG	Passes								7,757.90	13,179,983	59			
2016-11-19	MTBLS410	UPLC-QTOF-MS	Aphis gossypii	2018-03-07	Public	Xueke Gao			Xuefei	Done	Yes - Partial		Pubmed link		Full	2018-03-07	MTBLS410 - 20180306_LEG	Passes			1				paper added	7,890.10	13,187,873	59			
2016-11-21	MTBLS411	GC-TOF-MS	Bos taurus	2018-03-16	Public	Huizeng Sun			Mark	Done	Yes - No data		Pubmed link		Full	2018-03-16	MTBLS411 - 20180306_LEG	Passes			1					9.79	13,187,883	59			
2016-11-22	MTBLS412	GC-Q-MS	Homo sapiens	2017-12-18	Public	Philippe Rocca-Serra		L	Mark	Done	Yes - No data				Full	2018-03-16	MTBLS412 - 20171102_LEG	Passes	In contact	1	1					61.36	13,187,945	59			
2016-11-24	MTBLS413	UPLC-LTQ-MS	Standard;solvent;Homo sapiens	2018-01-24	Public	Stefan Weidt		M	Xuefei	Done	Yes - Full		Pubmed link		Full	2018-01-24	MTBLS413 - 20180117	Passes	In contact		1				~200 metabolites still need CHEBI IDs assigning	22,122.67	13,210,067	59			
2016-11-29	MTBLS414	UPLC-QTOF-MS	Homo sapiens	2016-12-20	Public	Mogens Johannsen			Mark	Done	Yes - Full		Pubmed link		Full	2018-03-16	MTBLS414 - 20161220	Passes			1			Full		24,387.42	13,234,455	59			
2016-11-29	MTBLS415	3D DESI imaging MS	Homo sapiens	2017-03-21	Public	James S McKenzie			Keeva	Done	Yes - No data		DOI		Full	2017-03-22	MTBLS415 - 20170316	Passes	In contact		1				No metabolites identified in study	12,442.78	13,246,897	59			
2016-12-01	MTBLS416	Insufficient data supplied		2017-05-11	Dormant	Yuan Song										2016-12-03										0.66	13,246,898	60			
2016-12-10	MTBLS417	UPLC-QTOF-MS/MS		2018-03-26	Public	Hyungwon Choi		M	Mark	Done	Yes - No data		Pubmed link		Full	2018-03-26	MTBLS417 - 20180306_LEG	Passes			1					10,370.56	13,257,269	60			
2016-12-12	MTBLS418	UPLC-QTOF-MS	Mus musculus	2018-04-16	Public	mengnan huang			Xuefei	Done	Yes - No data		Pubmed link		Full	2018-04-16	MTBLS418 - 20180413_LEG	Passes	Awaiting		1					19,716.70	13,276,985	60			
2016-12-28	MTBLS419	NMR	Homo sapiens	2017-03-02	Public	veronica ghini			Keeva	Done	Yes - Partial		Pubmed link		Full	2018-04-17	MTBLS419 - 20180416_LEG	Passes	Awaiting		1			Full		88.86	13,277,074	60			
2017-01-09	MTBLS420	GC-QIT-MS	Homo sapiens	2018-04-19	Public	Kambiz Gilany		M	Mark	Done	Yes - No data		Pubmed link		Full	2018-04-19	MTBLS420 - 20180417_LEG	Passes			1					618.88	13,277,693	61			
2017-01-17	MTBLS421	NMR	Homo sapiens	2017-02-20	Submitted	Anna Maria D'Ursi, Angelica Palisi		RPLAM					Thesis	elea.unisa.it/jspui/bitstream/10556/2565/1/tesi%20A.%20Palisi.pdf		2017-01-17										0.04	13,277,693	61			
2017-01-19	MTBLS422	NMR	Mus musculus	2017-03-03	Public	Tokuwa Kanno			Keeva	Done	Yes - Full		DOI		Full	2018-04-23	MTBLS422 - 20180423_LEG	Passes	In contact		1					39.19	13,277,732	61			
2017-01-20	MTBLS423	UPLC-QTOF-MS	Homo sapiens	2018-02-09	Public	Sara Samino			Keeva	Done	Yes - Full		Pubmed link		Full	2018-04-24	MTBLS423 - 20180423_LEG	Passes	In contact		1					2,324.68	13,280,057	61			
2017-01-23	MTBLS424	NMR	Homo sapiens	2017-03-02	Public	veronica ghini			Keeva	Done	Yes - Full		Pubmed link		Full	2018-04-24	MTBLS424 - 20180424_LEG	Passes	Awaiting		1			Full		533.90	13,280,591	61			
2017-01-25	MTBLS425	NMR	Homo sapiens	2018-04-24	Public	Vijesh Bhute			Keeva	Done	Yes - Full		Pubmed link		Full	2018-04-24	MTBLS425 - 20180424_LEG	Passes	In contact		1			Pending		74.82	13,280,666	61			
2017-01-25	MTBLS426	UPLC-LTQ-MS/MS	Papio hamadryas	2018-04-30	Public	Tom Metz			Mark	Done	Yes - Full		Pubmed link		Full	2018-04-30	MTBLS426 - 20180430_LEG	Passes			1			Full		1,612.98	13,282,279	61			
2017-01-31	MTBLS427	SPE-IMS-MS	Homo sapiens	2017-02-14	Public	Tom Metz			Mark	Done	No		Pubmed link		Full	2018-05-01	MTBLS427 - 20180501_LEG	Passes			1			Full		13,962.41	13,296,241	62			
2017-02-06	MTBLS428	LC-LTQ-MS/MS	sea water;reference compound	2017-05-23	Public	Krista Longnecker		L	Mark	Done	Yes - Full				Full	2017-05-23	MTBLS428 - 20170518_LEG	Passes			1					55.50	13,296,297	62			
2017-02-09	MTBLS429	UPLC-TQ-MS/MS	Jacobaea	2018-05-01	Public	Patrick Mulder			Keeva	Done	Yes - Full		DOI		Full	2018-05-01	MTBLS429 - 20180501_LEG	Passes	In contact		1				ISAcreator won't currently recognise DOI (8.3.2017) DOI: 10.1007/s11306-017-1184-0	19.54	13,296,316	62			
2017-02-14	MTBLS430	NMR	Homo sapiens	2018-05-03	Public	Yili Hu			Mark	Done	Yes - Full		DOI		Full	2018-05-08	MTBLS430 - 20180502_LEG	Passes			1					134.07	13,296,450	62			
2017-02-20	MTBLS431	NMR	Pseudomonas	2018-05-03	Public	xia zhao			Mark	Done	Yes - Full		Pubmed link		Full	2018-05-03	MTBLS431 - 20180502_LEG	Passes			1					4.86	13,296,455	62			
2017-02-20	MTBLS432	UPLC-IT-TOF-MS/MS	Mus musculus	2017-07-14	Public	Maria Glymenaki			Mark	Done	Yes - Full		Pubmed link		Full	2018-05-03	MTBLS432 - 20170822_LEG	Passes			1			Full		1,675.16	13,298,130	62			
2017-02-21	MTBLS433	UPLC-QTOF-MS/MS	Olea europaea	2017-05-04	Public	Natasa Kalogiouri, Steffen Neumann			Keeva	Done	Yes - Full		Pubmed link		Full	2018-05-03	MTBLS433 - 20180503_LEG	Passes	Awaiting	1	1				MAF file gave m/x & retention time with no metabolites identified - used supplementary data to assign some metabolites.	204.41	13,298,335	62			
2017-02-23	MTBLS434	UPLC-TQ-MS/MS	Saccharomyces cerevisiae	2018-05-25	Public	Michael Muelleder			Mark	Done	Yes - Full		Pubmed link	27693354	Full	2018-05-25	MTBLS434 - 20180523_LEG	Passes	In contact		1				Contacted submitter. Awaiting reply.	1,663.11	13,299,998	62			
2017-03-02	MTBLS435	UPLC-QTOF-MS	Macleaya cordata	2017-04-24	Public	Xiubin Liu			Xuefei	Done	Yes - Full		Pubmed link		Full	2018-05-04	MTBLS435 - 20180503_LEG	Passes			1				Same study with MTBLS439	10,676.31	13,310,674	63			
2017-03-10	MTBLS436	HPLC-LTQ-MS	Bos taurus	2018-05-08	Public	Roberto Stella			Mark	Done	Yes - No data		DOI		Full	2018-05-08	MTBLS436 - 20180504_LEG	Passes			1					90,919.76	13,401,594	63			
2017-03-13	MTBLS437	GC-QTOF-MS	Oryza sativa	2017-08-30	Public	Takumi Ogawa			Xuefei	Done	Yes - Full		Pubmed link	28701756	Full	2018-06-19	MTBLS437 - 20180618_LEG	Passes	In contact		1				MAF contains multiple replicate of metabolites with different retention time, no paper	934.94	13,402,529	63			
2017-03-20	MTBLS438	UPLC-QTOF-MS	Mus musculus	2017-05-25	Submitted	Xiaoqing Chen		R	Mark				Pubmed link	28720125		2017-03-20										0.05	13,402,529	63			
2017-03-22	MTBLS439	UPLC-QTOF-MS	Macleaya cordata	2017-03-29	Dormant	Liu xiubin			Xuefei	Medium	No		No		Full	2017-03-28			In contact						Same study with MTBLS435	5,354.42	13,407,883	63			
2018-07-13	MTBLS440		Macleaya cordata	2019-07-13	Submitted	Metabolon Submission, Placeholder Placeholder	1																				13,407,883				
2017-03-31	MTBLS441	UPLC-QTOF-MS	Arabidopsis thaliana	2017-08-25	Public	Steffen Neumann			Mark	Done	Yes - Partial		Pubmed link		Full	2017-08-25	MTBLS441 - 20170825_LEG	Passes	In contact		1					13,516.59	13,421,400	64			
2018-07-13	MTBLS442			2019-07-13	Submitted	Metabolon Submission, Placeholder Placeholder	1									2018-07-13										0.43	13,421,400	79			
2017-04-05	MTBLS443	HPLC-LTQ-MS	Leishmania infantum;Leishmania mexicana species complex	2018-09-06	Submitted	Shawgi Almugadam		RL								2018-08-30										0.08	13,421,400	64			
2017-04-07	MTBLS444	NMR	Homo sapiens;	2018-06-20	Public	Vadim Yanshole			Reza	Done	Yes - Full		DOI	10.1007/s11306-017-1281-0	Full	2018-06-20	MTBLS444 - 20180620_LEG	Passes			1					37.57	13,421,438	64			
2017-04-10	MTBLS445	UPLC-LTQ-MS	Espeletia	2018-11-20	Public	Guillermo Padilla-Gonzalez			Mark	Done	Yes - Full		Pubmed link	28821838	Full	2018-11-20	MTBLS445 - 20180620_LEG	Passes			1				Organism => Espeletia; Create Variamt column.	10,597.32	13,432,035	64			
2017-04-13	MTBLS446	Insufficient data supplied		2017-06-16	Dormant	Thomas simmons										2017-04-13										3,704.45	13,435,740	64			
2017-04-18	MTBLS447	GC-TOF-MS	Solanum lycopersicum	2018-06-29	Public	Rameshwar Sharma			Mark	Done	Yes - No data		Pubmed link	28481937	Full	2018-06-29	MTBLS447 - 20180627_LEG	Passes			1					698.18	13,436,438	64			
2017-04-19	MTBLS448	GC-TOF-MS	Oryza sativa	2017-12-01	Submitted	Yin Wang		RLP	Mark				DOI	10.1021/acs.jafc.7b00105		2017-04-19										0.82	13,436,439	64			
2017-04-19	MTBLS449	UPLC-QTOF-MS		2018-06-06	Public	Michael van Vliet			Mark	Done	Yes - Full		Pubmed link	28633455	Full	2018-06-06	MTBLS449 - 20180601_LEG	Passes	In contact		1					88,630.61	13,525,069	64			
2017-04-20	MTBLS450	UPLC-TQ-MS	Arabidopsis thaliana	2018-01-30	Public	Ilka N Abreu		M	Mark	Done	Yes - Full		Pubmed link		Full	2018-01-30	MTBLS450 - 20180125	Passes			1				Some of the indeciferable metabolites MGDG etc have been assigned unknown.	258.98	13,525,328	64			
2017-04-20	MTBLS451	LC-LTQ-MS/MS	Japanese sake	2018-06-29	Public	Wataru Aoki			Keeva	Done	Yes - No data		Pubmed link	29298316	Full	2018-06-29	MTBLS451 - 20180629_LEG	Passes			1					19,854.94	13,545,183	64			
2017-04-25	MTBLS452	UPLC-LTQ-MS/MS	Trypanosoma brucei;reference compound	2018-02-12	Public	Isabel Vincent			Mark	Done	Yes - No data		Pubmed link		Full	2018-02-12	MTBLS452 - 20180212	Passes			1					20,424.66	13,565,608	64			
2017-05-02	MTBLS453	NMR	Rattus norvegicus	2018-09-30	In Review	Mariya Krestina		L	Mark	Done	Yes - No data				Full	2018-06-29	MTBLS453 - 20180629_LEG	Passes			1					135.43	13,565,743	65			
2017-05-07	MTBLS454	HPLC-QTOF-MS/MS	Escherichia coli	2017-07-18	Public	Nick Harris			Keeva							2018-07-12										0.62	13,565,744	65			
2017-05-08	MTBLS455	NMR	Homo sapiens	2018-06-11	Public	Marie Margaret Phelan			Mark	Done	Yes - Full		Pubmed link	29142509	Full	2018-06-11	MTBLS455 - 20180608_LEG	Passes			1					50.25	13,565,794	65			
2017-05-08	MTBLS456	UPLC-QTOF-MS	Bos taurus	2018-07-13	Public	Darren Gray			Mark	Done	Yes - No data		Pubmed link	29621258	Full	2018-07-13	MTBLS456 - 20180712_LEG	Passes			1					76,637.73	13,642,432	65			
2017-05-09	MTBLS457	GC-Q-MS	endometabolome	2018-01-09	Public	Joel Gummer		L	Mark	Done	Yes - No data		Pubmed link	29509187	Full	2018-01-09	MTBLS457 - 20170818_LEG	Passes	In contact		1					8,376.36	13,650,808	65			
2017-05-16	MTBLS458	CE-TOF-MS	Homo sapiens	2017-07-15	Submitted	Yoshinori Ito		LPR	Mark				DOI	10.1007/s11306-017-1268-x		2017-05-16										0.18	13,650,808	65			
2017-05-16	MTBLS459	UPLC-LTQ-MS/MS	Trypanosoma brucei	2017-06-07	Public	Isabel Vincent			Mark	Done	Yes - No data		Pubmed link		Full	2017-06-07	MTBLS459 - 20170522_LEG	Passes	In contact		1					170,204.96	13,821,013	65			
2017-05-16	MTBLS460	UPLC-QTOF-MS/MS	Brassica oleracea var. italica	2018-02-26	In Review	Maria Tortosa			Mark	Done	Yes - Full				Full	2018-02-21	MTBLS460 - 20180221_LEG	Passes	In contact		1					6,795.36	13,827,809	65			
2017-05-16	MTBLS461	LC-FT-ICR-MS;LC-LTQ-FT-MS/MS;LC-TQ-MS	sea water	2017-05-23	Public	Krista Longnecker		L	Mark	Done	Yes - Full				Full	2017-05-23	MTBLS461 - 20170518_LEG	Passes	In contact		1					3,113.12	13,830,922	65			
2017-05-18	MTBLS462	UPLC-LTQ-MS/MS	Mus musculus;reference compound	2017-11-07	Public	Juergen Hartler		M	Reza	Done	Yes - Full		Pubmed link		Full	2017-11-29	MTBLS462 - 20171124_LEG	Passes	In contact		1					6,152.93	13,837,075	65			
2017-05-19	MTBLS463	NMR	Pseudomonas fluorescens	2018-09-01	In Review	Marie Margaret Phelan		L	Mark	Done	Yes - Full				Full	2018-06-12	MTBLS463 - 20180612_LEG	Passes	In contact		1					24.28	13,837,099	65			
2017-05-23	MTBLS464	UPLC-LTQ-MS/MS	Escherichia coli	2017-06-16	Public	Isabel Vincent			Mark	Done	Yes - No data		Pubmed link		Full	2017-06-16	MTBLS464 - 20170614	Passes	In contact		1					112,209.93	13,949,309	65			
2017-05-24	MTBLS465	UPLC-QTOF-MS	Homo sapiens	2018-07-25	Public	Manuja Kaluarachchi			Xuefei	Done	Yes - No data		DOI	10.1007/s11306-018-1332-1	Full	2018-07-25	MTBLS465-20180725_LEG	Passes	In contact		1					74,522.54	14,023,832	65			
2017-05-26	MTBLS466	ISACreator itself submitted		2017-06-02		bertrand rochat										2017-05-26										0.02	14,023,832	65			
2018-07-13	MTBLS467			2019-07-13	Submitted	Metabolon Submission, Placeholder Placeholder	1									2018-07-13										0.43	14,023,832	79			
2018-07-25	MTBLS468		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25										0.02	14,023,832	79			
2017-05-29	MTBLS469	HPLC-LTQ-MS	Homo sapiens	2018-05-29	Submitted	Maria Ulaszewska		ML	Mark	Complete					Full	2017-06-13	MTBLS469 - 20170612	Passes	In contact						Waiting for metabolites to be picked and a MAF deposited.	3,996.27	14,027,828	65			
2017-05-30	MTBLS470	UPLC-QTOF-MS	Homo sapiens	2018-07-25	Public	Manuja Kaluarachchi			Xuefei	Done	Yes - No data		DOI	10.1007/s11306-018-1332-1	Full	2018-07-25	MTBLS470-20180725_LEG	Passes	In contact		1					66.45	14,027,895	65			
2017-06-01	MTBLS471	UPLC-LTQ-MS/MS	Acromyrmex octospinosus	2018-07-26	Public	Kellen DeLaney			Mark	Done	Yes - No data		DOI	10.1021/acschembio.7b00038	Full	2018-07-26	MTBLS471-20180725_LEG	Passes			1					13,793.62	14,041,688	66			
2017-06-01	MTBLS472	UPLC-QTOF-MS	Mus musculus	2017-06-23	Public	Lynn Teesch			Mark	Done	No		Pubmed link		Full	2017-06-23	MTBLS472 - 20170621	Passes	In contact		1					8,849.33	14,050,538	66			
2017-06-08	MTBLS473	HPLC-LTQ-MS	Homo sapiens	2018-10-11	Public	Maria Ulaszewska		M	Mark	Done	Yes - No data				Full	2018-10-11	MTBLS473-20180726	Passes	In contact		1				Waiting for metabolites to be picked and a MAF deposited. Only some metabolites have been assigned CHEBI IDs. Finish off in the future.	51,996.12	14,102,534	66			
2017-06-09	MTBLS474	Insufficient data supplied		2017-06-16	Dormant	Onur Turkoglu										2017-06-09										0.56	14,102,534	66			
2017-06-12	MTBLS475	UPLC-QTOF-MS/MS;NMR	Homo sapiens	2019-02-08	Submitted	Jun Liu		MFR	Mark	Done	Yes - Full		Pubmed link	28804275		2018-02-08	MTBLS475 - 20170901_LEG	Passes	In contact							26.71	14,102,561	66			
2017-06-14	MTBLS476	LC-LTQ-MS	Homo sapiens	2017-06-30	Submitted	bertrand rochat		ML	Mark							2017-06-14										147,598.78	14,250,160	66			
2018-07-25	MTBLS477		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25										0.02	14,250,160	79			
2017-06-16	MTBLS478	UPLC-QTOF-MS/MS	Populus tremula x Populus tremuloides	2018-01-08	Public	Ilka N Abreu			Mark	Done	Yes - Full		Pubmed link		Full	2018-01-08	MTBLS478 - 20180108	Passes	In contact		1					13,503.43	14,263,663	66			
2017-06-19	MTBLS479	UPLC-LTQ-MS/MS	Salix	2017-12-14	Public	Eva-Maria Pferschy-Wenzig			Mark	Done	Yes - No data		Pubmed link	29326584	Full	2017-12-14	MTBLS479 - 20170619	Passes	In contact		1					30,706.43	14,294,370	66			
2017-06-19	MTBLS480	GC-Q-MS	Mus musculus	2018-06-19	Submitted	Manuel Schlimpert		ML								2017-06-19										93.01	14,294,463	66			
2017-06-22	MTBLS481	GC-TOF-MS	Rhizobium	2018-07-27	Public	Hua Cai			Mark	Done	Yes - No data		Pubmed link	28744296	Full	2018-07-27	MTBLS481-20180727	Passes			1					837.47	14,295,300	66			
2017-06-26	MTBLS482	In vivo MRS	Rattus norvegicus	2018-07-27	Public	Oleg Shevelev			Mark	Done	Yes - Full		Pubmed link	28678857	Full	2018-07-27	MTBLS482 - 20170629	Passes	In contact		1					2.44	14,295,303	66			
2017-06-27	MTBLS483	UPLC-QTOF-MS	Rattus norvegicus	2018-07-31	Public	Zhixu Ni		M	Mark	Done	Yes - No data		DOI	10.1021/acs.analchem.7b01126	Full	2018-07-31	MTBLS483-20180730_LEG	Passes			1					3,591.48	14,298,894	66			
2017-06-29	MTBLS484	UPLC-QTOF-MS	Nepenthes ampullaria;Nepenthes rafflesiana;Nepenthes x hookeriana	2018-07-31	Public	HOE HAN GOH			Mark	Done	Yes - Full		Pubmed link	28795107	Full	2018-07-31	MTBLS484-20180731_LEG	Passes			1					1,043.61	14,299,938	66			
2017-07-04	MTBLS485	Insufficient data supplied		2018-07-01	Submitted	Jiuliang Xu										2017-07-04										0.08	14,299,938	67			
2017-07-05	MTBLS486	Insufficient data supplied	soybean	2017-10-01	Submitted	Jiuliang Xu										2017-07-05										0.07	14,299,938	67			
2017-07-06	MTBLS487	3D MALDI imaging MS	Mus musculus	2017-08-31	Public	Zoe Hall			Xuefei	Done	No		Pubmed link	28989334	Full	2017-07-06	MTBLS487 - 20170831	Passes	In contact		1				No metabolites indentified for this study. Software package development	209.73	14,300,148	67			
2017-07-13	MTBLS488	UPLC-LTQ-MS	Bos taurus	2018-01-23	Public	Beata Pomian			Keeva	Done	Yes - No data		Pubmed link		Full	2018-07-31	MTBLS488-20180731_LEG				1					153,162.31	14,453,310	67			
2018-07-25	MTBLS489		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25										0.02	14,453,310	79			
2018-07-25	MTBLS490		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25									Duplicate of MTBLS528 - DELETE	0.02	14,453,310	79			
2017-07-19	MTBLS491	LC-LTQ-MS	Leishmania mexicana	2017-09-01	Submitted	Julie Kovarova		PMLR					Pubmed link	29554142		2017-07-19										63.73	14,453,374	67			
2017-07-20	MTBLS492	UPLC-QTOF-MS/MS;UPLC-LTQ-MS/MS	mixed community	2018-07-31	Public	Tami Swenson			Mark	Done	Yes - No data		Pubmed link	29296020	Full	2018-07-31	MTBLS492-20180731_LEG	Passes			1					25,043.24	14,478,417	67			
2017-07-24	MTBLS493	UPLC-QTOF-MS	Cricetulus griseus	2018-07-17	Public	Hock Chuan Yeo			Mark	Done	No		DOI	10.1007/s11306-018-1394-0	Full	2018-07-17	MTBLS493 - 20170726	Passes	In contact		1					9,533.07	14,487,950	67			
2017-07-25	MTBLS494	UPLC-QTOF-MS	Platycodon grandiflorum	2018-08-02	Public	Jinping Liu		M	Mark	Done	Yes - Full		Pubmed link	28769024	Full	2018-08-02	MTBLS494-20180731_LEG	Passes			1					2,626.61	14,490,577	67			
2017-07-30	MTBLS495	UPLC-QTOF-MS/MS	Mus musculus	2018-08-03	Public	jia tu		M	Mark	Done	Yes - Full		DOI	10.1007/s11306-017-1304-x	Full	2018-08-03	MTBLS495-20180802_LEG	Passes			1				See also MTBLS562 for +ve assay.	182.41	14,490,759	67			
2017-07-31	MTBLS496	UPLC-QTOF-MS	Campylobacter jejuni subsp. jejuni NCTC 11168	2018-08-07	Public	qin fu			Mark	Done	Yes - No data		Pubmed link	29453015	Full	2018-08-07	MTBLS496-20180802_LEG	Passes			1					4,393.66	14,495,153	68			
2017-08-01	MTBLS497	TD-GC-TOF-MS	Sorbent blank;Pseudomonas aeruginosa;Klebsiella pneumoniae;Staphylococcus aureus;Nutrient broth;Escherichia coli;Artificial sputum medium	2018-08-08	Public	Oluwasola Lawal			Mark	Done	Yes - No data		Pubmed link	28947683	Full	2018-08-08	MTBLS497-20180802_LEG	Passes			1					1,588.61	14,496,741	68			
2017-08-04	MTBLS498		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,496,741	68			
2017-08-04	MTBLS499		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,496,741	68			
2017-08-04	MTBLS500		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										3,553.11	14,500,294	68			
2017-08-04	MTBLS501		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										175.82	14,500,470	68			
2017-08-04	MTBLS502		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										1,202.11	14,501,672	68			
2017-08-04	MTBLS503		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										2,515.66	14,504,188	68			
2017-08-04	MTBLS504		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										993.68	14,505,182	68			
2017-08-04	MTBLS505		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS506		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS507		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS508		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS509		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS510		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS511		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS512		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS513		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS514		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-04	MTBLS515		Homo sapiens	2017-12-31	Submitted	Metaspace Project	1									2017-08-04										0.02	14,505,182	68			
2017-08-08	MTBLS516	NMR	Rattus rattus	2019-02-01	In Review	Vijesh Bhute		L	Mark	Done	Yes - Partial				Full	2019-02-01	MTBLS516-20180810_LEG	Passes			1					192.96	14,505,375	68			
