name,abbr,class_num,pro_num,modified date,url,description
Interlinking Ontology for Biological Concepts ,IOBC,104057,,5/22/18,https://bioportal.bioontology.org/ontologies/IOBC,"Interlinking Ontology for Biological Concepts (IOBC) contains approximately 80,000 biological concepts such as biological phenomena, diseases, molecular functions, gene products, chemicals, and medical cares, and approximately 20,000 related concepts such as earth science and environmetal sciecne"
ISO-15926-2_2003_oil ,ISO-15926-2_2003,203,,1/7/16,https://bioportal.bioontology.org/ontologies/ISO-15926-2_2003,This ontology describes gas and oil field process level descriptions
ISO-15926-2_2003_annotations ,ISO-ANNOTATIONS,201,,1/7/16,https://bioportal.bioontology.org/ontologies/ISO-ANNOTATIONS,Oil and Gas Annotations
ISO 19108 Temporal Objects ,ISO19108TO,17,,7/17/17,https://bioportal.bioontology.org/ontologies/ISO19108TO,ISO 19108 Temporal Objects
ISO 19110 Methodology for Feature Cataloguing ,ISO19110,36,,12/16/17,https://bioportal.bioontology.org/ontologies/ISO19110,ISO 19110:2005 Methodology for feature cataloguing
ISO 19115 ,ISO19115,135,,12/2/17,https://bioportal.bioontology.org/ontologies/ISO19115,ISO19115:2003
ISO 19115 Common Classes ,ISO19115CC,21,,12/16/17,https://bioportal.bioontology.org/ontologies/ISO19115CC,ISO 19115 Common Classes
ISO 19115 Citation Information ,ISO19115CI,23,,12/16/17,https://bioportal.bioontology.org/ontologies/ISO19115CI,Citation and responsible part ontology
ISO 19115 Constraints Information ,ISO19115CON,14,,12/3/17,https://bioportal.bioontology.org/ontologies/ISO19115CON,ISO Schema for Constraints - Access and Use Restrictions
ISO 19115 Distribution Information ,ISO19115DI,18,,12/16/17,https://bioportal.bioontology.org/ontologies/ISO19115DI,ISO 19115 Distribution Information
ISO 19115 Date Type Code ,ISO19115DTC,19,,7/17/17,https://bioportal.bioontology.org/ontologies/ISO19115DTC,ISO 19115 Date Type Codes
ISO 19115 Extent Information ,ISO19115EX,14,,8/12/17,https://bioportal.bioontology.org/ontologies/ISO19115EX,ISO 19115 Extent Information
ISO 19115 Identification Information ,ISO19115ID,30,,12/3/17,https://bioportal.bioontology.org/ontologies/ISO19115ID,ISO 19115-1:2014 Identification Information Section for describing Geospatial Datasets
ISO 19115 Metadata Information ,ISO19115MI,23,,4/13/18,https://bioportal.bioontology.org/ontologies/ISO19115MI,ISO 19115 Metadata Information section
ISO 19115 Codelists ,ISO19115PR,46,,12/3/17,https://bioportal.bioontology.org/ontologies/ISO19115PR,ISO 19115 codelists
ISO 19115 Role Codes ,ISO19115ROLES,20,,12/2/17,https://bioportal.bioontology.org/ontologies/ISO19115ROLES,Role Codes for use in ISO 19115-1:2014 metadata
ISO 19115 Reference Systems ,ISO19115SRS,7,,4/12/18,https://bioportal.bioontology.org/ontologies/ISO19115SRS,ISO 19115 Spatial reference systems
ISO 19115 Topic Categories ,ISO19115TCC,20,,12/15/17,https://bioportal.bioontology.org/ontologies/ISO19115TCC,ISO 19115 Topic Category Codes
ISO 639-2: Codes for the Representation of Names of Languages ,ISO639-2,11,,12/2/17,https://bioportal.bioontology.org/ontologies/ISO639-2,"ISO 639-2 is part of the ISO 639 language code family, which provides also a two-character code set (ISO 639-1) for the representation of names of languages"
Medical Technology Innovation in healthcare centers ,ITEMAS,134,,11/16/17,https://bioportal.bioontology.org/ontologies/ITEMAS,The defined ontology is focused on  addressing medical innovation technology in public healthcare institutions
Interaction Ontology ,IXNO,64,,4/21/11,https://bioportal.bioontology.org/ontologies/IXNO,The Interaction ontology (IxnO) was developed to enable curation of chemical-gene and chemical-protein interactions for the Comparative Toxicogenomics Database (CTD)
InterNano Nanomanufacturing Taxonomy ,InterNano,371,2,10/1/14,https://bioportal.bioontology.org/ontologies/InterNano,"The InterNano Taxonomy is a unique, custom-built terminology to describe the nanomanufacturing enterprise"
Just Enough Results Model Ontology ,JERM,295,2,9/26/17,https://bioportal.bioontology.org/ontologies/JERM,"The JERM ontology is an application ontology that describes the relationships between the data, models and other research assets that can be shared through the FAIRDOM platform, for sharing Systems and Synthetic Biology experiments"
Kinetic Simulation Algorithm Ontology ,KISAO,271,2,9/12/17,https://bioportal.bioontology.org/ontologies/KISAO,"The Kinetic Simulation Algorithm Ontology aims at providing support in unambiguously referring to simulation algorithms when describing asimulation experiment"
Knowledge Object Reference Ontology ,KORO,110,1,2/12/18,https://bioportal.bioontology.org/ontologies/KORO,An ontology to define the parts of a Knowledge Object and their relations built using the Basic Formal Ontology and Information Artifact Ontology
Kidney Tissue Atlas Ontology ,KTAO,2208,,6/1/18,https://bioportal.bioontology.org/ontologies/KTAO,"The Kidney Tissue Atlas Ontology (KTAO) is an ontology that integrates kidney-related cell types, cell states, locations, gene markers, disease, etc"
Livestock Breed Ontology ,LBO,1072,,4/25/18,https://bioportal.bioontology.org/ontologies/LBO,"A vocabulary for buffalo, cattle, chicken, goat, horse, pig, and sheep breeds."
Library of Congress Carriers Scheme ,LC-CARRIERS,56,,5/7/18,https://bioportal.bioontology.org/ontologies/LC-CARRIERS,"Carriers Scheme is derived from a controlled list of values representing the format of the storage medium and its media type, which is principally used in RDA cataloging."
Library of Congress Content Types Scheme ,LC-CONTENT,26,,5/7/18,https://bioportal.bioontology.org/ontologies/LC-CONTENT,"Content Types Scheme is derived from a controlled list of values representing the form of communication through which a work is expressed, which is principally used in RDA cataloging."
Library of Congress Media Types Scheme ,LC-MEDIA,11,,5/7/18,https://bioportal.bioontology.org/ontologies/LC-MEDIA,"Media Types Scheme is derived from a controlled list of values reflecting the general type of intermediation device required to view, play, run, etc"
Library of Congress Subject Schemes ,LC-SUBJSCHEMES,350,,5/8/18,https://bioportal.bioontology.org/ontologies/LC-SUBJSCHEMES,ubject Schemes contains a list of subject schemes and assigns a URI to each scheme
Library of Congress Demographic Group Terms ,LCDGT,1,,3/27/18,https://bioportal.bioontology.org/ontologies/LCDGT,"The Library of Congress Demographic Group Terms (LCDGT) is designed to describe the characteristics of the intended audiences of resources, and also the creators of, and contributors to, those resources."
Library of Congress Genre/Form Thesaurus for Library and Archival Materials ,LCGFT,2181,,9/6/17,https://bioportal.bioontology.org/ontologies/LCGFT,The Library of Congress Genre/Form Terms for Library and Archival Materials (LCGFT) is a thesaurus that describes what a work is versus what it is about
Ontology of Language Disorder in Autism ,LDA,36,,9/28/09,https://bioportal.bioontology.org/ontologies/LDA,We present the short review of language terms used in the domain of autism and populate them into ontology available for consultation and sharing
legalapa ,LEGALAPA,227,,12/19/14,https://bioportal.bioontology.org/ontologies/LEGALAPA,this is a test with the legal cluster of apa ontology
apalegal ,LEGALAPATEST2,227,,12/22/14,https://bioportal.bioontology.org/ontologies/LEGALAPATEST2,Legal cluster for APA ontology
Loggerhead Nesting Ontology ,LHN,308,,10/12/17,https://bioportal.bioontology.org/ontologies/LHN,A demonstration of ontology construction as a general technique for coding ethograms and other descriptions of behavior into machine understandable forms
Life Ontology ,LIFO,215,,3/11/18,https://bioportal.bioontology.org/ontologies/LIFO,The Life Ontology (LifO) is an ontology of the life of organism
Lipid Ontology ,LIPRO,276,,2/12/14,https://bioportal.bioontology.org/ontologies/LIPRO,Lipid research is increasingly integrated within systems level biology such as lipidomics where lipid classification is required before appropriate annotation of chemical functions can be applied
Logical Observation Identifier Names and Codes ,LOINC,200674,8,4/6/18,https://bioportal.bioontology.org/ontologies/LOINC,Logical Observation Identifier Names and Codes (LOINC)
Livestock Product Trait Ontology ,LPT,476,1,2/27/17,https://bioportal.bioontology.org/ontologies/LPT,The Livestock Product Trait Ontology is a controlled vocabulary for the description of traits (measurable or observable characteristics) pertaining to products produced by or obtained from the body of an agricultural animal or bird maintained for use and profit
Anatomic Ontology for Human Lung Maturation ,LUNGMAP-HUMAN,295,,3/28/18,https://bioportal.bioontology.org/ontologies/LUNGMAP-HUMAN,Submission of LUNGMAP-HUMAN ontology by JBG
Anatomic ontology for mouse lung maturaton ,LUNGMAP-MOUSE,389,1,2/6/18,https://bioportal.bioontology.org/ontologies/LUNGMAP-MOUSE,Anatomic Ontology for Alveolar Development and Maturation in the Mouse Lung
Cell Ontology for Human Lung Maturation ,LUNGMAP_H_CELL,86,,3/28/18,https://bioportal.bioontology.org/ontologies/LUNGMAP_H_CELL,Cell Ontology for Human Lung Maturation
Cell Ontology for Mouse Lung Maturation ,LUNGMAP_M_CELL,121,,3/28/18,https://bioportal.bioontology.org/ontologies/LUNGMAP_M_CELL,Cell Ontology for Mouse Lung Maturation
Mouse Adult Gross Anatomy Ontology ,MA,3257,7,10/10/17,https://bioportal.bioontology.org/ontologies/MA,A structured controlled vocabulary of the adult anatomy of the mouse (Mus).
Metadata Authority Description Schema in RDF ,MADS-RDF,67,,5/10/18,https://bioportal.bioontology.org/ontologies/MADS-RDF,"MADS/RDF (Metadata Authority Description Schema in RDF) is a knowledge organization system (KOS) designed for use with controlled values for names (personal, corporate, geographic, etc"
Mathematical Modelling Ontology ,MAMO,100,,10/18/15,https://bioportal.bioontology.org/ontologies/MAMO,"The Mathematical Modelling Ontology (MAMO) is a classification of the types of mathematical models used mostly in the life sciences, their variables, relationships and other relevant features."
MARC List for Languages ,MARC-LANGUAGES,486,,6/6/18,https://bioportal.bioontology.org/ontologies/MARC-LANGUAGES,MARC List for Languages provides three-character lowercase alphabetic strings that serve as the identifiers of languages and language groups
Minimal Anatomical Terminology ,MAT,2166,,11/23/17,https://bioportal.bioontology.org/ontologies/MAT,A minimal set of terms for anatomy.
Material ,MATR,3535,,1/7/16,https://bioportal.bioontology.org/ontologies/MATR,List of material Objects from SWEET ontology
Material Compound ,MATRCOMPOUND,3535,,1/7/16,https://bioportal.bioontology.org/ontologies/MATRCOMPOUND,Material Compound details from SWEET ontology
Material Element ,MATRELEMENT,3535,,1/7/16,https://bioportal.bioontology.org/ontologies/MATRELEMENT,Material Element part of SWEET ontology
Material Rock ,MATRROCK,3535,,1/7/16,https://bioportal.bioontology.org/ontologies/MATRROCK,RocK material
Material Rock Igneouus ,MATRROCKIGNEOUS,3535,,1/7/16,https://bioportal.bioontology.org/ontologies/MATRROCKIGNEOUS,matrRockIgneous
Breast Tissue Cell Lines Ontology ,MCBCC,385,,7/30/10,https://bioportal.bioontology.org/ontologies/MCBCC,"Contains a comprehensive list of cell lines derived from breast tissue, both normal and pathological"
Cell Line Ontology [by Mahadevan] ,MCCL,5475,1,8/5/14,https://bioportal.bioontology.org/ontologies/MCCL,"Ontologies provide a common platform of controlled vocabulary for researchers who need to share information across a particular domain, inclusive of machine-interpretable definitions of basic concepts in the domain and relations among them"
Microbial Culture Collection Vocabulary ,MCCV,20,,3/14/16,https://bioportal.bioontology.org/ontologies/MCCV,Structured controlled vocabulary for describing meta information of microbial calture collection maintained in biological research centers
Master Drug Data Base Clinical Drugs ,MDDB,13817,,4/6/18,https://bioportal.bioontology.org/ontologies/MDDB,"Master Drug Data Base, 2009_08_05"
Medical Dictionary for Regulatory Activities ,MEDDRA,69660,10,4/6/18,https://bioportal.bioontology.org/ontologies/MEDDRA,Medical Dictionary for Regulatory Activities Terminology (MedDRA)
Medical Error Ontology ,MEDEON,71,,1/15/16,https://bioportal.bioontology.org/ontologies/MEDEON,This is a demo version of the patient safety ontology
MedlinePlus Health Topics ,MEDLINEPLUS,2205,2,4/6/18,https://bioportal.bioontology.org/ontologies/MEDLINEPLUS,"MedlinePlus Health Topics;National Library of Medicine;June 14, 2008;Bethesda, MD"
Mouse Experimental Design Ontology ,MEDO,83,,11/22/12,https://bioportal.bioontology.org/ontologies/MEDO,A representation of experimental design for high-throughput mouse analysis pipelines.
Mobile Genetic Element Ontology ,MEGO,375,,6/27/13,https://bioportal.bioontology.org/ontologies/MEGO,MeGO is a Gene Ontology under construction dedicated to the functions of mobile genetic elements
Metagenome and Microbes Environmental Ontology ,MEO,2517,,9/10/17,https://bioportal.bioontology.org/ontologies/MEO,An Ontology for organismal habitats (especially focused on microbes)
Medical Educational Resource Aggregator ,MERA,5,,4/26/15,https://bioportal.bioontology.org/ontologies/MERA,The educational resource ontology is designed in order to provide structure to resources aggregated by the educational resource aggregator
Medical Subject Headings ,MESH,268289,15,4/6/18,https://bioportal.bioontology.org/ontologies/MESH,Medical Subject Headings (MeSH);National Library of Medicine; 2011
Mental Functioning Ontology ,MF,692,,10/27/17,https://bioportal.bioontology.org/ontologies/MF,"The Mental Functioning Ontology is an ontology for mental functioning, including mental processes such as cognition and traits such as intelligence, and related diseases and disorders"
Mammalian Feeding Muscle Ontology ,MFMO,294,,9/21/17,https://bioportal.bioontology.org/ontologies/MFMO,"An antomy ontology for the muscles of the head and neck that participate in feeding, swallowing, and other oral-pharyngeal behaviors."
Medaka Fish Anatomy and Development Ontology ,MFO,4358,,11/22/17,https://bioportal.bioontology.org/ontologies/MFO,"A structured controlled vocabulary of the anatomy and development of the Japanese medaka fish, Oryzias latipes."
Emotion Ontology ,MFOEM,902,1,10/27/17,https://bioportal.bioontology.org/ontologies/MFOEM,"An ontology of affective phenomena such as emotions, moods, appraisals and subjective feelings, designed to support interdisciplinary research by providing unified annotations"
MFO Mental Disease Ontology ,MFOMD,1130,,9/21/17,https://bioportal.bioontology.org/ontologies/MFOMD,"An ontology to describe and classify mental diseases such as schizophrenia, annotated with DSM-IV and ICD codes where applicable."
Major Histocompatibility Complex Ontology ,MHC,7929,,4/15/09,https://bioportal.bioontology.org/ontologies/MHC,"The MaHCO contains terms necessary for describing and categorizing concepts related to MHC, in general, and for a number of model species, and also for humans"
MHC Restriction Ontology ,MHCRO,2018,,9/21/17,https://bioportal.bioontology.org/ontologies/MHCRO,"The MHC Restriction Ontology (MRO) is an application ontology capturing how Major Histocompatibility Complex (MHC) restriction is defined in experiments, spanning exact protein complexes, individual protein chains, serotypes, haplotypes and mutant molecules, as well as evidence for MHC restrictions."
Molecular Interactions ,MI,1494,,9/28/17,https://bioportal.bioontology.org/ontologies/MI,A structured controlled vocabulary for the annotation of experiments concerned with protein-protein interactions
MIAPA Ontology ,MIAPA,211,,9/21/17,https://bioportal.bioontology.org/ontologies/MIAPA,An application ontology to formalize annotation of phylogenetic data according to the emerging Minimum Information About a Phylogenetic Analysis (MIAPA) metadata reporting standard.
Molecular Interaction Map ,MIM,88,,10/30/14,https://bioportal.bioontology.org/ontologies/MIM,The Molecular Interaction Map (MIM) notation seeks to provide a standardized method to draw diagrams for bioregulatory networks with features similar to technical diagrams in other fields
Material Mineral ,MINERAL,3553,,1/7/16,https://bioportal.bioontology.org/ontologies/MINERAL,Material Mineral
mini fast test ,MINI-FAST-1,2,,10/3/17,https://bioportal.bioontology.org/ontologies/MINI-FAST-1,Test of SKOS vocab to see if skos/core#Concept is required
MicroRNA Ontology ,MIRNAO,676,,12/10/13,https://bioportal.bioontology.org/ontologies/MIRNAO,An application ontology for microRNAs.
Mosquito Insecticide Resistance ,MIRO,4409,2,4/14/18,https://bioportal.bioontology.org/ontologies/MIRO,Application ontology for entities related to insecticide resistance in mosquitos.
Minimal Information about any Sequence Ontology ,MIXS,7,,4/11/13,https://bioportal.bioontology.org/ontologies/MIXS,An RDF representation of the MIxS Family of Checklists
Minimal Information about any Sequence ,MIxS,519,,1/31/12,https://bioportal.bioontology.org/ontologies/MIXSCV,Controlled vocabularies for the MIxS family of metadata checklists
Measurement Method Ontology ,MMO,674,1,6/5/18,https://bioportal.bioontology.org/ontologies/MMO,The Measurement Method Ontology is designed to represent the variety of methods used to make qualitative and quantitative clincial and phenotype measurements both in the clinic and with model organisms.
Mouse Developmental Stages ,MMUSDV,113,,6/1/18,https://bioportal.bioontology.org/ontologies/MMUSDV,Life cycle stages for Mus Musculus
Material Natural Resource  ,MNR,3554,,1/7/16,https://bioportal.bioontology.org/ontologies/MNR,Natural Resource
Microarray and Gene Expression Data Ontology ,MO,236,3,2/18/18,https://bioportal.bioontology.org/ontologies/MO,"Concepts, definitions, terms, and resources for standardized description of a microarray experiment in support of MAGE v.1."
Material Organic Compound ,MOC,3559,,1/7/16,https://bioportal.bioontology.org/ontologies/MOC,Organic Compound
Monogenean Ontology ,MONO,18,,9/28/16,https://bioportal.bioontology.org/ontologies/MONO,Monogenean Ontology
Molgula occidentalis Anatomy and Development Ontology ,MOOCCIADO,856,1,8/4/16,https://bioportal.bioontology.org/ontologies/MOOCCIADO,The first ontology describing the anatomy and the development of Molgula occidentalis
Molgula occulta Anatomy and Development Ontology ,MOOCCUADO,856,1,8/4/16,https://bioportal.bioontology.org/ontologies/MOOCCUADO,The first ontology describing the anatomy and the development of Molgula occulta
Molgula oculata Anatomy and Development Ontology ,MOOCULADO,856,1,8/4/16,https://bioportal.bioontology.org/ontologies/MOOCULADO,The first ontology describing the anatomy and the development of Molgula oculata
Molecular Process Ontology ,MOP,3635,,9/21/17,https://bioportal.bioontology.org/ontologies/MOP,Processes at the molecular level.
Mammalian Phenotype Ontology ,MP,13585,5,6/12/18,https://bioportal.bioontology.org/ontologies/MP,Standard terms for annotating mammalian phenotypic data.
Mouse Pathology Ontology ,MPATH,889,1,2/7/18,https://bioportal.bioontology.org/ontologies/MPATH,A structured controlled vocabulary of mutant and transgenic mouse pathological lesions and processes
Microbial Phenotype Ontology ,MPO,337,,2/20/14,https://bioportal.bioontology.org/ontologies/MPO,An ontology for describing microbial phenotypes
Defen ,MRO,126,,4/17/17,https://bioportal.bioontology.org/ontologies/MRO,It is an ontology for Military concepts
Mass Spectrometry Ontology ,MS,5961,2,6/7/18,https://bioportal.bioontology.org/ontologies/MS,A structured controlled vocabulary for the annotation of mass spectrometry experiments
Multiple sclerosis ontology ,MSO,1172,1,11/11/14,https://bioportal.bioontology.org/ontologies/MSO,Multiple sclerosis ontology integrated with Basic formal ontology.
Minimal Standard Terminology of Digestive Endoscopy ,MSTDE,1826,,4/6/18,https://bioportal.bioontology.org/ontologies/MSTDE,Metathesaurus Version of Minimal Standard Terminology Digestive Endoscopy
"Minimal Standard Terminology of Digestive Endoscopy, French ",MSTDE-FRE,1826,,4/6/18,https://bioportal.bioontology.org/ontologies/MSTDE-FRE,"Metathesaurus Version of Minimal Standard Terminology Digestive Endoscopy, French Translation, 2001"
Metagenome Sample Vocabulary ,MSV,649,,9/10/17,https://bioportal.bioontology.org/ontologies/MSV,An ontology for metagenome sample metadata
Medical Web Lifestyle Aggregator ,MWLA,32,,4/26/15,https://bioportal.bioontology.org/ontologies/MWLA,This ontology designed and developed in order to represent the detected intentions from the Web Lifestyle Data Aggregator
Natural Products Ontology ,NATPRO,9465,,2/8/12,https://bioportal.bioontology.org/ontologies/NATPRO,An ontology for describing biological activities of natural products.
Neuro Behavior Ontology ,NBO,196871,6,5/12/18,https://bioportal.bioontology.org/ontologies/NBO,"The Neurobehavior Ontology (NBO) consists of two main components, an ontology of behavioral processes and an ontology of behavioral phenotypes"
National Center for Biotechnology Information ,NCBI,1148802,11,4/6/18,https://bioportal.bioontology.org/ontologies/NCBITAXON,The NCBI Taxonomy Database is a curated classification and nomenclature for all of the organisms in the public sequence databases.
NCCN EHR Oncology Categories ,NCCNEHR,14,,10/11/17,https://bioportal.bioontology.org/ontologies/NCCNEHR,The NCCN EHR Oncology Advisory Group was formed to address the high variance in oncology history documentation within EHR systems
Nursing Care Coordination Ontology ,NCCO,400,1,11/6/13,https://bioportal.bioontology.org/ontologies/NCCO,Nursing Care Coordination Ontology contains activities that nurses use while coordinating care among patients.
National Cancer Institute Thesaurus ,NCIT,140144,16,5/30/18,https://bioportal.bioontology.org/ontologies/NCIT,"A vocabulary for clinical care, translational and basic research, and public information and administrative activities."
Non-coding RNA Ontology ,NCRO,9331,,2/2/16,https://bioportal.bioontology.org/ontologies/NCRO,"The NCRO is a reference ontology in the non-coding RNA (ncRNA) field, aiming to provide a common set of terms and relations that will facilitate the curation, analysis, exchange, sharing, and management of ncRNA structural, functional, and sequence data."
National Drug Data File ,NDDF,28360,1,4/6/18,https://bioportal.bioontology.org/ontologies/NDDF,National Drug Data File Plus Source Vocabulary
Neurodegenerative Disease Data Ontology ,NDDO,1716,,6/10/18,https://bioportal.bioontology.org/ontologies/NDDO,Neurodegenerative Disease Data Ontology (NDDO) is an ontology for describing data on neurodegenerative disease patients.
National Drug File - Reference Terminology ,NDFRT,35949,2,4/6/18,https://bioportal.bioontology.org/ontologies/NDFRT,"National Drug File - Reference Terminology Public Inferred Edition, 2008_03_11"
Neural ElectroMagnetic Ontology ,NEMO,1851,3,10/21/13,https://bioportal.bioontology.org/ontologies/NEMO,"Neural ElectroMagnetic Ontology (NEMO) describes classes of event-related brain potentials (ERP) and their properties, including spatial, temporal, and functional (cognitive/behavioral) attributes, and data-level attributes (acquisition and analysis parameters)"
"Neomark Oral Cancer Ontology, version 3 ",NEOMARK3,55,,5/21/10,https://bioportal.bioontology.org/ontologies/NEOMARK3,Ontology that describes the medical information necessary for early detection of the oral cancer reoccurrence extracted from the NeoMark Project.
"Neomark Oral Cancer Ontology, version 4 ",NEOMARK4,325,,11/11/11,https://bioportal.bioontology.org/ontologies/NEOMARK4,Ontology that describes the medical information necessary for early detection of the oral cancer reoccurrence extracted from the NeoMark Project.
Neuroscience Domain Insight Graph ,NEUDIGS,23,,2/24/17,https://bioportal.bioontology.org/ontologies/NEUDIGS,"Neuroscience Domain Insight Graphs provide a framework for expressing linked open data about neuronal populations expressed as statements about (A) distributions of subcellular components, (B) measurable physiological changes under various experimental conditions"
Neural Motor Recovery Ontology ,NEUMORE,33,,8/11/10,https://bioportal.bioontology.org/ontologies/NEUMORE,Neural Functional Motor Recovery Ontology
NGS ontology ,NGSONTO,94,,3/13/17,https://bioportal.bioontology.org/ontologies/NGSONTO,"The NGSOnto ontology aims at capturing the workflow of all the processes involved in a Next Generation Sequencing, in order to ensure the reproducibility of the entire process, through the use of a controled and specific vocabulary"
NIDM-Results ,NIDM-RESULTS,161,1,6/7/16,https://bioportal.bioontology.org/ontologies/NIDM-RESULTS,NIDM-Results is a data model that enable sharing neuroimaging results using a common descriptive standard across neuroimaging software
Neuroscience Information Framework ,NIF,161956,5,2/11/18,https://bioportal.bioontology.org/ontologies/NIFSTD,"NIF Standard ontology (NIFSTD) is a core component of Neuroscience Information Framework (NIF) project (http://neuinfo.org), a semantically enhanced portal for accessing and integrating neuroscience data, tools and information"
Neuroscience Information Framework ,NIF,3389,,4/12/18,https://bioportal.bioontology.org/ontologies/NIFDYS,"This ontology contains the former BIRNLex-Disease, version 1.3.2"
Neuroscience Information Framework ,NIF,412,,7/27/12,https://bioportal.bioontology.org/ontologies/NIFSUBCELL,http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Subcellular.owl
Neuroscience Information Framework ,NIF,2770,,8/5/13,https://bioportal.bioontology.org/ontologies/NIFCELL,Cell types from NIFSTD
Neural-Immune Gene Ontology ,NIGO,4842,,10/29/10,https://bioportal.bioontology.org/ontologies/NIGO,The Neural-Immune Gene Ontology (NIGO) is a subset of GO directed for neurological and immunological systems
National Institutes of Health Stroke Scale Ontology ,NIHSS,18,,9/27/16,https://bioportal.bioontology.org/ontologies/NIHSS,Domain ontology for National Institutes of Health Stroke Scale (NIHSS)
NIH NLM Value Sets ,NLMVS,75173,,7/11/15,https://bioportal.bioontology.org/ontologies/NLMVS,NIH NLM Value Set as a SKOS terminology
NeuroMorpho.Org brain region ontologies ,NMOBR,3273,,4/18/18,https://bioportal.bioontology.org/ontologies/NMOBR,"The species, brain regions and cell types are integrated into a single ontology for enabling OntoSearch functionality to mine the latest v7.0 release of NeuroMorpho.Org."
NeuroMorpho.Org species ontology ,NMOSP,1623,,4/12/18,https://bioportal.bioontology.org/ontologies/NMOSP,The species ontology of NeuroMorpho.Org was updated (OntoSearch v1.3) to map the new species and strains added in  NeuroMorpho.Org v6.3 release.
NMR-Controlled Vocabulary ,NMR,786,3,2/22/18,https://bioportal.bioontology.org/ontologies/NMR,"This is the new msi-sanctioned nmr CV, created within the COSMOS EU project, to support the nmrML data standard for nuclear magnetic resonance data in metabolomics with meaningful raw data descriptors."
Non-Pharmacological Interventions ,NPIs,45,,2/17/18,https://bioportal.bioontology.org/ontologies/NPI,Terminologies of Non-Pharmacological Interventions
NanoParticle Ontology ,NPO,1904,3,8/17/12,https://bioportal.bioontology.org/ontologies/NPO,"An ontology that represents the basic knowledge of physical, chemical and functional characteristics of nanotechnology as used in cancer diagnosis and therapy."
Web Annotation Ontology ,OA,25,,7/18/17,https://bioportal.bioontology.org/ontologies/OA,The Web Annotation Data Model specification describes a structured model and format to enable annotations to be shared and reused across different hardware and software platforms
Ontology of Adverse Events ,OAE,5606,1,5/24/17,https://bioportal.bioontology.org/ontologies/OAE,The Ontology of Adverse Events (OAE) is a biomedical ontology in the domain of adverse events
Ontology of Arthropod Circulatory Systems ,OARCS,298,,9/26/17,https://bioportal.bioontology.org/ontologies/OARCS,OArCS is an ontology describing the Arthropod ciruclatory system.
Ontology of Biological Attributes ,OBA,17115,,9/22/17,https://bioportal.bioontology.org/ontologies/OBA,A collection of biological attributes (traits) covering all kingdoms of life
Ontology of Biological and Clinical Statistics ,OBCS,779,,12/22/15,https://bioportal.bioontology.org/ontologies/OBCS,The Ontology of Biological and Clinical Statistics (OBCS) is a biomedical ontology in the domain of biological and clinical statistics
Ontology for Biomedical Investigations ,OBI,3380,23,5/31/18,https://bioportal.bioontology.org/ontologies/OBI,"OBI is an ontology of investigations, the protocols and instrumentation used, the material used, the data generated and the types of analysis performed on it"
Ontology for Biobanking ,OBIB,1617,,12/2/17,https://bioportal.bioontology.org/ontologies/OBIB,The ontology for Biobanking (OBIB) is an ontology built for annotation and modeling of biobank repository and biobanking administration
Bioinformatics Web Service Ontology ,OBIWS,228,,12/18/12,https://bioportal.bioontology.org/ontologies/OBIWS,The Bioinformatics Web Services ontology (OBIws) is an ontology that extends the Ontology for Biomedical Investigations (OBI) to build an Ontology that supports consistent annotation of Bioinformatics Web services
Beta Cell Genomics Ontology ,OBI_BCGO,2270,,8/21/15,https://bioportal.bioontology.org/ontologies/OBI_BCGO,"Beta Cell Genomics Ontology (BCGO) is an application ontology built for the Beta Cell Genomics database (http://genomics.betacell.org/gbco/) aiming to support database annotation, complicated semantic queries, and automated cell type classification"
Santa Barbara Coastal Observation Ontology ,OBOE-SBC,631,1,8/12/10,https://bioportal.bioontology.org/ontologies/OBOE-SBC,Extensible Observation Ontology for the Santa Barbara Coastal Long Term Ecological Research project (SBC-LTER)
Relations Ontology ,OBOREL,80,17,3/29/18,https://bioportal.bioontology.org/ontologies/OBOREL,A collection of relations intended primarily for standardization across ontologies in the OBO Foundry and wider OBO library
Ontology of Craniofacial Development and Malformation ,OCDM,32125,,4/2/18,https://bioportal.bioontology.org/ontologies/OCDM,"The Ontology of Craniofacial Development and Malformation (OCDM) is a mechanism for representing knowledge about craniofacial development and malformation, and for using that knowledge to facilitate integrating craniofacial data obtained via multiple techniques from multiple labs and at multiple levels of granularity"
Ontology of Consumer Health Vocabulary ,OCHV,5,,1/21/16,https://bioportal.bioontology.org/ontologies/OCHV,"A SKOS-encoded implementation of  the ""Open Access, Collaborative Consumer Health Vocabulary Initiative"" by the University of Utah (consumerhealthvocab.org and layhealthinformatics.com)"
Ontology of Chinese Medicine for Rheumatism ,OCMR,3359,,4/21/17,https://bioportal.bioontology.org/ontologies/OCMR,OCMR is a biomedical ontology that represents anti-rheumatism traditional Chinese medicines and related information.
Ontology of Clinical Research ,OCRE,389,1,6/21/13,https://bioportal.bioontology.org/ontologies/OCRE,"OCRe is an ontology designed to support systematic description of, and interoperable queries on, human studies and study elements."
Ontology of Cardiovascular Drug Adverse Events ,OCVDAE,2948,,12/29/16,https://bioportal.bioontology.org/ontologies/OCVDAE,OCVDAE is a biomedical ontology of cardiovascular disease drug-associated adverse events
