Study Submission Date,MTBLS ID,Study Type,Species,Study Publication Date,Status,Submitter Name,WND,Assigned to,Isatab completeness,Metabolites Added,Additional files,Paper,PMID/DOI,Data in repository,Last Updated Date,Google Drive folder Name,Validation,Author feedback,COSMOS / PhenoMeNal partner study?,Blue?,Light Purple 3?,Current Status,Additional Notes,Size (MB),Accumalated size,Month since Jan 2012,Average size of studies:,31545,1270
2015-03-20,MTBLS187,GC-Q-MS,Synechococcus spp.;Roseiflexus spp.;Chloracidobacterium spp.;Candidatus Thermochlorobacter spp.;Chloroflexus spp.,2015-07-09,Public,Tom Metz,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-01-12,MTBLS187 - 20170112_LEG,Passes,,,1,,Full,"Submitted by Reza to reserve the accession number.  20150702, updated by Thomas","8,433.55","7,761,380",39,,,
2015-04-08,MTBLS188,UPLC-QTOF-MS,reference material;Arabidopsis thaliana,2015-05-10,Public,Steffen Neumann,,Mark,Done,No,,Pubmed link,,Full,2017-01-13,MTBLS188 - 20170113_LEG,Passes,,Y,1,,Full,,789.88,"7,762,170",40,,,
2015-03-29,MTBLS189,NMR,Mus musculus;Astragalus mongholicus,2017-01-16,Public,Zhenyu Li,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-01-16,MTBLS189 - 20170113_LEG,Passes,,,1,,Full,Emailed with some instructions,105.48,"7,762,275",39,,,
2015-03-28,MTBLS190,NMR,Rattus andamanensis,2016-03-28,Submitted,Miaomiao Jiang,MPLR,,Medium,Yes - No data,,No,,Full,2015-09-30,MTBLS190 - 20150330,,,,,,,,0.25,"7,762,275",39,,,
2015-04-08,MTBLS191,GC-Q-MS,Homo sapiens,2015-06-15,Public,Jessica Danaher,,Mark,Done,Yes - No data,,DOI,,Full,2017-01-17,MTBLS191 - 20170116_LEG,Passes,,,1,,Full,"No protocols, nor metabolites- email sent to the submitter for protocols; protocols in word doc",430.60,"7,762,706",40,,,
2015-04-15,MTBLS192,FIA-LTQ-MS/MS,Homo sapiens,2016-04-15,Dormant,Harmen Draisma,MRP,Mark,,Yes - Partial,,No,,,2015-09-30,MTBLS192,,,,,,,"Ken: 20170116: Requested raw files. Older comment: with one .xls document in the folder, a lot of metabolites without ID, no study factor, ontology define needs to change, protocol needs more information",9.20,"7,762,715",40,,,
2015-04-21,MTBLS193,UPLC-QTOF-MS,matrix;Chlorella;Parachlorella,2016-10-03,Public,Shivshankar Umashankar,,Keeva,Done,No,,DOI,,Full,2017-01-17,MTBLS193 - 20170116_LEG,Passes,,,1,,Full,20150505: moved raw files into real study.  We now need to curate to see if we want any changes,"126,714.88","7,889,430",40,,,
2015-04-23,MTBLS194,HPLC-FT-ICR-MS,Mus musculus,2015-07-01,Public,Wei Han,,Mark,Done,No,,DOI,,Full,2017-03-23,MTBLS194 - 20170117_LEG,Passes,,,1,,Full,,"1,660.43","7,891,090",40,,,
2015-04-23,MTBLS195,,Arabidopsis thaliana,2016-04-22,Submitted,Sidney James,,Mark,,,,,,,2015-12-21,Carry On Curating,,,,,,,"Carry On MTBLS2, ",12.17,"7,891,103",40,,,
2015-04-24,MTBLS196,GC-Q-MS;UPLC-LTQ-MS/MS,Mustela putorius,2016-05-11,Public,Tom Metz,,Mark,Done,No,,Pubmed link,,Full,2016-05-11,MTBLS196 - 20160509,Passes,,,1,,Full,,"8,732.02","7,899,835",40,,,
2015-05-01,MTBLS197,HPLC-LTQ-MS,Mus musculus,2015-11-02,Public,Robert Jansen,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-01-24,MTBLS197 - 20170117_LEG,Passes,,,1,,,,"4,730.29","7,904,565",41,,,
2015-05-11,MTBLS198,HPLC-LTQ-MS/MS,Homo sapiens,2017-01-19,Public,Maria Ulaszewska,,Mark,Done,Yes - No data,,No,,Full,2017-01-19,MTBLS198 - 20170118_LEG,Passes,,,1,,Full,"Moved from /ebi/ftp/private/mtblight/private/MTBLS198_Ulaszewska/ftp.fmach.it to the main study folder. There were only about half of the files that where unique, so went down from 71GB to 25GB. Unfortunately, half the files have been deleted. Ho hum.","19,311.80","7,923,877",41,,,
2015-05-15,MTBLS199,DI-LTQ-MS/MS,reference compound;Homo sapiens,2017-05-02,Submitted,Albert Koulman,LR,Xuefei,Complete,Yes - Full,,No,,No,2018-05-25,MTBLS199 - 20151127,Passes,,Y,,,Pending,"Need raw data, ontology updated, no publication",0.97,"7,923,878",41,,,
2015-05-21,MTBLS200,NMR;GC-TOF-MS,Homo sapiens,2016-06-15,Public,Farshad Farshidfar,,Xuefei,Done,Yes - No data,,DOI,,Full,2017-01-19,MTBLS200 - 20170117_LEG,Passes,,,1,,Full,1 need mass spetrometry protocol 2 Waiting for MAF for both NMR (with metabolites no data) and GC-MS(emptying tsv),494.05,"7,924,372",41,,,
,MTBLS201,,,,,,,,,,,,,,,,,,,,,,,,"7,924,372",,,,
2015-05-22,MTBLS202,GC-TOF-MS,Homo sapiens,2015-07-08,Dormant,katherine hollywood,R,Reza,Medium,Yes - No data,,DOI,,Metadata Only,2017-01-20,MTBLS202 - 20170117_LEG,,,,,,Pending,Reza working on this for Roy's team,0.18,"7,924,372",41,,,
2015-06-01,MTBLS203,UPLC-QTOF-MS/MS,Nicotiana attenuata,2015-06-15,Public,Dapeng Li,,Namrata,Done,No,,Pubmed link,,Full,2017-01-20,MTBLS203 - 20170117_LEG,Passes,,,1,,Full,No protocols-Email sent to submitter,"1,334.57","7,925,707",42,,,
,MTBLS204,,,,,,,,,,,,,,,,,,,,,,,,"7,925,707",,,,
,MTBLS205,,,,,,,,,,,,,,,,,,,,,,,,"7,925,707",,,,
,MTBLS206,,,,,,,,,,,,,,,,,,,,,,,,"7,925,707",,,,
,MTBLS207,,,,,,,,,,,,,,,,,,,,,,,,"7,925,707",,,,
2015-06-02,MTBLS208,GC-TOF-MS,Chlamydomonas reinhardtii,2015-06-29,Public,Jeong-Jin Park,,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2017-01-23,MTBLS208 - 20170123_LEG,Passes,,,1,,Full,,"1,087.31","7,926,794",42,,,
2015-06-20,MTBLS209,UPLC-QTOF-MS;UPLC-TQ-MS,Vitis labrusca x Vitis vinifera;Vitis arizonica;Vitis Vinifera x Vitis berlandieri;Vitis vinifera;Vitis californica;Vitis;Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library;Vitis cinerea,2017-01-23,Public,Luca Narduzzi,,Xuefei,Done,No,,No,,Full,2017-01-23,"MTBLS209 - 20170123_LEG
",Passes,,,1,,Full,"study passed all the validation, however, there was no MAF. and some detail information are needed to clarify inthe protocol","55,868.41","7,982,662",42,,,
2015-06-26,MTBLS210,DI-FT-ICR-MS/MS,Aedes albopictus,2016-03-11,Public,Ulf Sommer,M,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-01-24,MTBLS210 - 20170123_LEG,Passes,,,1,,Full,"Raw files in private/stage/MTBLS210_RAW.zip; Made PUBLIC for convenience, but work needs doing. MAF file from hell.","14,967.05","7,997,629",42,,,
2015-07-08,MTBLS211,Smash into a million pieces!!!,symbiotic microbe,2016-08-01,Submitted,Ben Bowen,,,,No,,,,Metadata Only,2015-09-30,MTBLS211,,,,,,,The Ultimate Time Waster,0.04,"7,997,629",43,,,
2015-07-22,MTBLS212,SPME-GCxGC-TOF-MS,Vitis vinifera,2015-08-19,Public,Margaret Whitener,,Mark,Done,Yes - No data,,DOI,,Full,2017-01-24,MTBLS212 - 20170124_LEG,Passes,,,1,,Full,"Data in ftp, ""Margaret9875"" folder","103,470.97","8,101,100",43,,,
2015-07-27,MTBLS213,UPLC-MS,Homo sapiens,2015-09-15,Public,Sara Samino,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-01-24,MTBLS213 - 20170124_LEG,Passes,,,1,,Full,No protocols,384.47,"8,101,485",43,,,
2015-07-31,MTBLS214,UFLC-QTOF-MS/MS,Homo sapiens,2015-08-31,Public,Liyan Chen,,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2017-01-24,MTBLS214 - 20170124_LEG,Passes,,,1,,Full,,"1,120.03","8,102,605",44,,,
2015-07-31,MTBLS215,GC-TOF-MS,reference compound,2015-12-27,Public,Takeshi Furuhashi,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-01-24,MTBLS215 - 20170124_LEG,Passes,,,1,,Full,DVD in the post,"2,581.65","8,105,186",44,,,
2015-08-10,MTBLS216,LC-QTOF-MS,Mus musculus,2017-01-25,Public,liu jinwen,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-01-25,MTBLS216 - 20170125_LEG,Passes,,,1,,Full,,711.31,"8,105,898",44,,,
2015-08-10,MTBLS217,HPLC-QTOF-MS,Mus musculus,2017-01-27,Public,liu jinwen,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-01-27,MTBLS217 - 20170125_LEG,Passes,,,1,,Full,,"2,513.13","8,108,411",44,,,
2015-08-11,MTBLS218,UPLC-LTQ-MS,Homo sapiens,2015-09-15,Public,Sophie Narath,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-01-27,MTBLS218 - 20170127_LEG,Passes,,,1,,Full,,"5,133.43","8,113,544",44,,,
2015-08-12,MTBLS219,GC-TOF-MS,alkane reference;Mus musculus,2015-09-28,Public,Michael Rutzler,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-01-27,MTBLS219 - 20170127_LEG,Passes,In contact,,1,,Full,,"4,724.70","8,118,269",44,,,
,MTBLS220,,,,,,,,,,,,,,,,,,,,,,,,"8,118,269",,,,
,MTBLS221,,,,,,,,,,,,,,,,,,,,,,,,"8,118,269",,,,
2015-08-24,MTBLS222,CE-TOF-MS,Homo sapiens,2017-03-29,Submitted,Yoshinori Ito,RF,Mark,Done,Yes - Full,,DOI,,Metadata Only,2017-01-30,MTBLS222 - 20170127_LEG,Passes,,,,,Pending,"User submitted and got error: ""Chromatography Instument"" too long. Pablo fixed it and submitted to prod.  Study factors defined but not present in Sample Definition Sheet. No raw data files in assay sheet.",0.95,"8,118,270",44,,,
2015-08-24,MTBLS223,FIA-LTQ-MS/MS;LC-LTQ-MS/MS,calibrant;Homo sapiens;PBS,2017-11-03,Submitted,Pooja Jain,,Xuefei,,Yes - No data,,No,,Full,2016-12-14,MTBLS223 - 20161214,Passes,awaiting,,,,,"Raw files in the private ftp:  /private/pooja8247 (more files than needed?), no MAF",472.71,"8,118,743",44,,,
2015-08-27,MTBLS224,DI-LTQ-MS,Phyllanthus niruri,2017-01-31,Public,Navneet Kaur,R,Mark,Done,Yes - No data,,DOI,,Full,2017-01-31,MTBLS224 - 20170130_LEG,Passes,,,1,,Full,"Raw files needed. Ken 20160331 - follow up email sent.  ""Hello Kenneth
I am sorry to inform you but I have tried my best to get raw files. I performed this study at NIPER, Mohali and due to some software error they have deleted all the raw data they had. So I will be unable to provide you the same.""",2.29,"8,118,745",44,,,
2015-09-03,MTBLS225,UPLC-TQ-MS;HPLC-TQ-MS/MS,Mus musculus,2017-02-02,Public,Rance Nault,,Mark,Done,Yes - Partial,,Pubmed link,,Full,2017-02-02,MTBLS225 - 20170131_LEG,Passes,,,1,,Full,Urine protocols need to be added. Urine Paper requested through Researchgate.,"4,535.55","8,123,281",45,,,
2015-09-09,MTBLS226,GCxGC-TOF-MS,Homo sapiens,2015-10-19,Public,Suganthagunthalam Dhakshinamoorthy,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-03-23,MTBLS226 - 20170202_LEG,Passes,,,1,,Full,raw files are csv,100.09,"8,123,381",45,,,
2015-09-15,MTBLS227,HPLC-IT-MS;MALDI-TOF/TOF-MS/MS,Homo sapiens,2017-02-03,Public,Stephanie Holst,M,Mark,Done,Yes - Partial,,Pubmed link,,Full,2017-02-03,MTBLS227 - 20170203_LEG,Passes,,,1,,Full,raw files in ftp; horrible list of glycans as metabolites; no publication,"4,857.62","8,128,238",45,,,
2015-09-16,MTBLS228,HPLC-LTQ-MS,Bacillus methanolicus,2015-10-19,Public,Patrick Kiefer,,Mark,Done,Yes - Full,,Pubmed link,,,2017-02-03,MTBLS228 - 20170203_LEG,Passes,,,1,,Full,,482.43,"8,128,721",45,,,
2015-09-16,MTBLS229,HPLC-LTQ-MS,Escherichia coli,2015-10-19,Public,Patrick Kiefer,,Mark,Done,Yes - Full,,Pubmed link,,,2017-02-03,MTBLS229 - 20170203_LEG,Passes,,,1,,Full,,"1,034.37","8,129,755",45,,,
2015-09-17,MTBLS230,NMR,Negative Media;conditioned DMEM Media;Homo sapiens;Buffer;McCoys Media,2017-11-22,In Review,Pooja Jain,L,Xuefei,Done,Yes - Full,,No,,Full,2017-02-03,MTBLS230 - 20170203_LEG,Passes,Awaiting,,1,,,"need paper, MAF is there with data. Pooja confirmed that MTBLS230,231, and 232 will not be updated any more on 28/10/2016. Only MTBLS223 will be updated.",42.22,"8,129,797",45,,,
2015-09-17,MTBLS231,FIA-LTQ-MS/MS;HPLC-LTQ-MS/MS,Homo sapiens;calibrant,2017-11-23,Dormant,Pooja Jain,,Xuefei,,No,,,,Full,2016-10-27,MTBLS231 - 20160726,Passes,Awaiting,,,,,"26/07/2016the  assay is separated into 3 assay as it included FIA postive and nagtive and LCMS postive in one assay, no maf, no paper.  Pooja confirmed that MTBLS230,231, and 232 will not be updated any more on 28/10/2016. Only MTBLS223 will be updated.",184.91,"8,129,982",45,,,
2015-09-18,MTBLS232,UPLC-TQ-MS,Homo sapiens,2017-11-22,Dormant,Pooja Jain,,Xuefei,,No,,,,Full,2016-10-27,MTBLS232 - 20160419,Passes,Awaiting,,,,,"This study would be included two asays other than one. UPLC should be separated from FIA?? no MAF, no paper,.  Pooja confirmed that MTBLS230,231, and 232 will not be updated any more on 28/10/2016. Only MTBLS223 will be updated.",45.67,"8,130,028",45,,,
2015-09-22,MTBLS233,HPLC-LTQ-MS,Homo sapiens,2016-06-09,Public,Marc Rurik,,Xuefei,Done,No,,Pubmed link,,Full,2017-02-06,MTBLS233 - 20170206_LEG,Passes,,,1,,Full,,"51,149.60","8,181,177",45,,,
2015-09-23,MTBLS234,LC-QTOF-MS,Homo sapiens,2015-12-16,Public,Erhan Kenar,,Mark,Done,No,,Pubmed link,,Full,2015-12-16,MTBLS234 - 20151216,Passes,,,1,,Full,Missing protocols,"2,090.93","8,183,268",45,,,
2015-09-25,MTBLS235,LC-MS simulation,simulated data,2015-12-16,Public,Erhan Kenar,,Mark,Done,No,,Pubmed link,,Full,2015-12-16,MTBLS235 - 20151216,Passes,,,1,,Full,,"8,885.58","8,192,154",45,,,
2015-09-30,MTBLS236,NMR,Homo sapiens,2018-03-13,Submitted,Karen Atkins,LPM,Xuefei,,No,,,,Full,2017-03-13,MTBLS236 - 20170206_LEG,Passes,Awaiting,1,,,,"No MAF (Empty tsv), no paper,   No response at all","6,092.96","8,198,247",45,,,
2015-09-30,MTBLS237,NMR,Homo sapiens,2017-02-07,Public,Karen Atkins,,Xuefei,Done,Yes - No data,,Pubmed link,,Full,2017-02-07,MTBLS237 - 20170206_LEG,Passes,Awaiting,1,1,,Full,"No MAF (empty), with paper, No response at all",46.27,"8,198,293",45,,,
2015-09-30,MTBLS238,NMR,Homo sapiens,2016-10-07,Submitted,Karen Atkins,LPM,Xuefei,,No,,,,Full,2018-05-25,MTBLS238 - 20170207_LEG,Passes,Awaiting,1,,,,"no MAF (empty), no paper, no data transformation and metabolite identification protocols",40.50,"8,198,334",45,,,
2015-09-30,MTBLS239,NMR,Homo sapiens,2018-03-10,In Curation,Karen Atkins,LPM,Xuefei,Done,No,,Pubmed link,29032767,Full,2017-03-10,MTBLS239 - 20170207_LEG,Passes,Awaiting,1,,1,,"No MAF (empty tsv), no paper",264.58,"8,198,598",45,,,
2015-10-01,MTBLS240,NMR,Mus musculus,2017-02-09,Public,Karen Atkins,,Xuefei,Done,Yes - No data,,Pubmed link,,Full,2017-02-09,MTBLS240 - 20170208_LEG,Passes,Awaiting,1,1,,Pending,"Need metabolites data for MAF. Metabolites ( including Chebi and smiles, inchi keyadded based on paper. Waiting submitter provide the data.",60.79,"8,198,659",46,"
",,
2015-10-01,MTBLS241,NMR,reference compound;Homo sapiens,2018-05-02,Public,Karen Atkins,M,Xuefei,Done,No,,Pubmed link,,Full,2018-05-02,MTBLS241 - 20180502_LEG,Passes,,1,1,,Pending,,687.52,"8,199,347",46,,,
2015-10-02,MTBLS242,NMR,Homo sapiens,2016-12-08,Public,Leonardo Tenori,,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2017-02-10,MTBLS242 - 20170210_LEG,Passes,,1,1,,Full,Metabolites in the MAF file have been correctly assigned.,"1,664.33","8,201,011",46,,,
2015-10-02,MTBLS243,HPLC-TQ-MS/MS,Mus musculus,2015-11-04,Public,Michael van Vliet,,Mark,Done,Yes - Full,,DOI,,Full,2017-02-10,MTBLS243 - 20170210_LEG,Passes,,1,1,,Full,,46.80,"8,201,058",46,,,
2015-10-01,MTBLS244,GC-Q-MS,Mus musculus,2018-05-01,In Review,Silvia Marin,L,Reza,Done,No,,,,Full,2017-09-26,MTBLS244 - 20170926_LEG,Passes,,1,1,,Pending,,8.96,"8,201,067",46,,,
2015-10-02,MTBLS245,UPLC-QTOF-MS,Homo sapiens,2019-03-01,In Curation,Manuja Kaluarachchi,LM,Xuefei,Done,No,,,,Full,2018-03-17,MTBLS245 - 20170213_LEG,Passes,,,,,Pending,"Same study as MTBLS246, and combind name MTBLS245-246- 20160628, remain as individual MTBLS245 (HILIC), no MAF","57,729.87","8,258,797",46,,,
2015-10-02,MTBLS246,UPLC-QTOF-MS,Homo sapiens,2019-03-01,In Curation,Manuja Kaluarachchi,LM,Xuefei,Done,No,,,,Full,2018-03-15,MTBLS246 - 20170213_LEG,Passes,,,,,Pending,"Same study as 245, and the ccomind name MTBLS245-246- 20160628, remain as invidual MTBLS246 (reverse phase), No MAF","167,313.69","8,426,110",46,,,
2015-10-03,MTBLS247,NMR,Homo sapiens,2017-02-23,Public,Maria Vinaixa,,Mark,Done,Yes - Full,,DOI,,Full,2017-02-23,MTBLS247 - 20170220_LEG,Passes,,,1,,Full,,389.67,"8,426,500",46,,,
2015-10-07,MTBLS248,UPLC-QTOF-MS,Homo sapiens,2016-10-07,In Curation,Manuja Kaluarachchi,LM,Xuefei,Done,No,,,,Full,2018-05-25,MTBLS248 - 20170213_LEG,Passes,,,,,Pending,"Same study with MTBLS250, HILIC phase, no MAF","16,524.51","8,443,024",46,,,
2015-10-07,MTBLS249,NMR,Homo sapiens,2017-03-10,Public,Karen Atkins,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-10,MTBLS249 - 20170306_LEG,Passes,,1,1,,,,197.95,"8,443,222",46,,,
2015-10-07,MTBLS250,UPLC-QTOF-MS,Homo sapiens,2016-06-15,In Curation,Manuja Kaluarachchi,LM,Xuefei,Done,No,,,,Full,2018-05-25,MTBLS250 - 20170213_LEG,Passes,,,,,Pending,"Same study with MTBLS248, reverse phase, No MAF","7,763.00","8,450,985",46,,,
2015-10-07,MTBLS251,FIA-MS,Homo sapiens,2015-12-15,Submitted,Philippe Rocca-Serra,,,,No,,,,,2015-10-07,MTBLS251 - 20151014,,,1,,,,,2.79,"8,450,988",46,,,
2015-10-07,MTBLS252,MS,Mus musculus,2015-12-25,Submitted,Philippe Rocca-Serra,,,,No,,,,,2015-10-07,MTBLS252 - 20151014,,,1,,,,,8.75,"8,450,997",46,,,
2015-10-08,MTBLS253,HPLC-TQ-MS,Homo sapiens,2016-06-06,Public,Michael van Vliet,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-13,MTBLS253 - 20170310_LEG,Passes,,1,1,,,,319.63,"8,451,317",46,,,
2015-10-08,MTBLS254,FIA-MS,Homo sapiens,2016-10-05,Submitted,Philippe Rocca-Serra,,,,No,,,,,2015-10-08,MTBLS254 - 20151014,,,1,,,,,1.72,"8,451,318",46,,,
,MTBLS255,,,,,,,,,,,,,,,,,,,,,,,,"8,451,318",,,,
2015-10-09,MTBLS256,NMR,Mus musculus,2017-03-14,Public,Jules Griffin,,Xuefei,Done,Yes - No data,,Pubmed link,,Full,2017-11-07,MTBLS256 - 20170313_LEG,Passes,,1,1,,,"with raw data, no MAF",3.16,"8,451,321",46,,,
2015-10-09,MTBLS257,UPLC-TQ-MS/MS,Mus musculus,2016-08-01,Dormant,Jules Griffin,,Xuefei,Done,Yes - Full,,DOI,,Metadata Only,2017-03-14,MTBLS257 - 20170313_LEG,Passes,,1,,,,"No raw data, with MAF. publication added.Jules find raw data but he needs to identified which one was used in this report",2.12,"8,451,324",46,,,
2015-10-19,MTBLS258,FIA-MS,Mus musculus;not applicable;Homo sapiens,2015-11-15,Submitted,Philippe Rocca-Serra,,,,No,,,,,2015-10-19,MTBLS258 - 20151022,,,1,,,,,82.79,"8,451,406",46,,,
2015-10-20,MTBLS259,DI-FT-ICR-MS,Daphnia pulex;solvent,2017-04-03,Public,Alex Gavin,,Keeva,Done,Yes - No data,,DOI,,Full,2017-05-08,MTBLS259 - 20170508_LEG,Passes,Awaiting,,1,,Pending,Emailed author re. Maf & literature - no reply. Paper found online & MAF hacked together from results.,"1,139.31","8,452,546",46,,,
2015-10-20,MTBLS260,DI-FT-ICR-MS,Daphnia magna,2017-05-08,Public,Alex Gavin,,Keeva,Done,Yes - No data,,Thesis,,Full,2017-05-08,MTBLS260 - 20170508_LEG,Passes,Awaiting,,1,,Pending,Emailed author re. Maf & literature. Thesis found online & MAF hacked from it.,861.50,"8,453,407",46,,,
2015-10-21,MTBLS261,NMR,Mus musculus,2016-10-03,In Review,Jules Griffin,M,Xuefei,Done,No,,DOI,,Full,2017-11-07,MTBLS261 - 20170315_LEG,Passes,,,,,,"Raw data included, but no MAF, GC-MS see MTBLS314, ",59.13,"8,453,466",46,,,
2015-10-23,MTBLS262,FIA-MS,Mus musculus,2018-10-01,Submitted,Philippe Rocca-Serra,,,Quick and Dirty,No,,,,,2015-10-23,MTBLS262 - 20151023,Untested,,1,,,,"Test creation from Biocrates, work in progress",1.55,"8,453,468",46,,,
2015-10-26,MTBLS263,HPLC-LTQ-MS,Homo sapiens,2016-03-10,Public,Romanas Chaleckis,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-20,MTBLS263 - 20170317_LEG,Passes,,,1,,Full,Add Pubmed ID when Paper is published,432.08,"8,453,900",46,,,
2015-10-26,MTBLS264,HPLC-LTQ-MS,Homo sapiens,2016-03-10,Public,Romanas Chaleckis,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-20,MTBLS264 - 20170317_LEG,Passes,,,1,,Full,Add Pubmed ID when Paper is published,"3,462.88","8,457,363",46,,,
2015-10-26,MTBLS265,HPLC-LTQ-MS,Homo sapiens,2016-03-10,Public,Romanas Chaleckis,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-20,MTBLS265 - 20170317_LEG,Passes,,,1,,Full,Add Pubmed ID when Paper is published,"2,507.73","8,459,870",46,,,
2015-10-26,MTBLS266,HPLC-LTQ-MS,Homo sapiens,2016-03-10,Public,Romanas Chaleckis,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-20,MTBLS266 - 20170317_LEG,Passes,,,1,,Full,Add Pubmed ID when Paper is published,"2,420.87","8,462,291",46,,,
2015-10-26,MTBLS267,HPLC-LTQ-MS,Homo sapiens,2016-03-10,Public,Romanas Chaleckis,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-20,MTBLS267 - 20170317_LEG,Passes,,,1,,Full,Add Pubmed ID when Paper is published,"2,568.93","8,464,860",46,,,
2015-10-26,MTBLS268,HPLC-LTQ-MS,Homo sapiens,2016-12-31,In Review,Romanas Chaleckis,L,Mark,Done,Yes - Full,,No,,Full,2017-03-20,MTBLS268 - 20170320_LEG,Passes,,,1,,Full,,"2,667.36","8,467,528",46,,,
2015-10-26,MTBLS269,HPLC-LTQ-MS,Mus musculus,2016-12-31,In Review,Romanas Chaleckis,L,Mark,Done,Yes - Full,,No,,Full,2017-03-21,MTBLS269 - 20170320_LEG,Passes,,,1,,Full,,"2,398.70","8,469,926",46,,,
2015-10-29,MTBLS270,HPLC-QTOF-MS,Cichorium intybus,2016-01-04,Public,Carlo Annaratone,L,Mark,Done,Yes - Full,,No,,Full,2017-03-21,MTBLS270 - 20170320_LEG,Passes,,,1,,Full,,918.82,"8,470,845",46,,,
2015-11-04,MTBLS271,3D MALDI imaging MS,Rattus norvegicus,2015-12-15,Submitted,Nina Weishaupt,RP,Mark,Done,No,,Pubmed link,,Metadata Only,2017-04-28,MTBLS271 - 20170428_LEG,Passes,,,,,,,0.84,"8,470,846",47,,,
2015-11-06,MTBLS272,UPLC-QTOF-MS/MS,Arabidopsis thaliana,2017-05-03,Public,Fidele Tugizimana,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-05-03,MTBLS272 - 20170502_LEG,Passes,,,1,,,,"21,902.15","8,492,748",47,,,
2015-11-06,MTBLS273,3D DESI imaging MS,Homo sapiens,2016-04-28,Public,James S McKenzie,,Mark,Done,No,,Pubmed link,,Full,2016-04-28,MTBLS273 - 20160420,Passes,,,1,,Full,,"37,111.08","8,529,859",47,,,
2015-11-12,MTBLS274,UPLC-QTOF-MS,Carica papaya,2017-05-04,Public,Thao Nguyen,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-05-04,MTBLS274 - 20170503_LEG,Passes,,,1,,,,"2,051.16","8,531,910",47,,,
2015-11-12,MTBLS275,NMR,Mus musculus,2017-05-05,Public,Yan Zhang,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-05-05,MTBLS275 - 20170504_LEG,Passes,,,1,,,,1.96,"8,531,912",47,,,
2015-11-13,MTBLS276,UPLC-LTQ-MS/MS,Escherichia coli;reference compound;Xenopus laevis,2015-11-16,Public,Ana Sofia Henriques da Costa,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-05-05,MTBLS276 - 20170505_LEG,Passes,,,1,,Full,Just awaiting Pubmed and DOI info when paper is formally published.,671.38,"8,532,584",47,,,
2015-11-13,MTBLS277,HPLC-LTQ-MS,Homo sapiens,2016-12-05,Public,Marc Rurik,ML,Keeva,Done,No,,No,,Full,2017-05-05,MTBLS277 - 20170505_LEG,Passes,In contact,,1,,Pending,Author has asked for study to be made public as per his EU project request - MAF file & literature are to be completed & submitted at later date,"77,244.38","8,609,828",47,,,
2015-11-16,MTBLS278,UPLC-TQ-MS/MS,Rattus norvegicus,2016-05-13,Public,Zsuzsanna Ament,,Xuefei,Done,Yes - No data,,Pubmed link,,Full,2017-05-08,MTBLS278 - 20170505_LEG,Passes,,,1,,,"second paper published, refer to MTBLS303",1.47,"8,609,830",47,,,
2015-11-17,MTBLS279,UPLC-QTOF-MS,Homo sapiens,2016-06-06,Public,Michael van Vliet,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-13,MTBLS279 - 20170310_LEG,Passes,,1,1,,Full,,"46,124.69","8,655,954",47,,,
2015-11-17,MTBLS280,UPLC-QTOF-MS,Homo sapiens,2016-06-06,Public,Michael van Vliet,,Mark,Done,Yes - Full,,DOI,,Full,2017-03-13,MTBLS280 - 20170310_LEG,Passes,,1,1,,Full,,74.68,"8,656,029",47,,,
2015-11-17,MTBLS281,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS,Coral reef sea water;Spheciospongia vesparium;Ircinia campana;Pooled quality control;sea water,2016-02-01,Public,Cara Fiore,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-05-08,MTBLS281 - 201700508_LEG,Passes,,,1,,,,"3,454.20","8,659,483",47,,,
